,year,county_name,subject_race,count,population,relative_arrest
239,2016,Contra Costa,white,7419,853808,0.008689307197871185
244,2009,Del Norte,white,4821,7643,0.6307732565746434
249,2010,Del Norte,white,8695,7643,1.1376422870600549
254,2011,Del Norte,white,9481,7643,1.2404814863273583
259,2012,Del Norte,white,7974,7643,1.0433076017270706
264,2013,Del Norte,white,7734,7643,1.0119063195080467
269,2014,Del Norte,white,8083,7643,1.057569017401544
274,2015,Del Norte,white,9234,7643,1.2081643333769463
279,2016,Del Norte,white,4255,7643,0.556718566008112
284,2009,El Dorado,white,10713,31792,0.3369715651736286
289,2010,El Dorado,white,19602,31792,0.616570206341218
294,2011,El Dorado,white,20182,31792,0.6348137896326119
299,2012,El Dorado,white,20824,31792,0.6550075490689482
304,2013,El Dorado,white,22172,31792,0.697408152994464
309,2014,El Dorado,white,18487,31792,0.5814984901862104
314,2015,El Dorado,white,15751,31792,0.4954391041771515
319,2016,El Dorado,white,7335,31792,0.2307184197282335
324,2009,Fresno,white,18098,758745,0.023852545980533643
329,2010,Fresno,white,37861,758745,0.04989950510382276
334,2011,Fresno,white,36710,758745,0.04838252640874075
339,2012,Fresno,white,35980,758745,0.047420411337142254
344,2013,Fresno,white,30282,758745,0.039910641915267976
349,2014,Fresno,white,23804,758745,0.031372859129219964
354,2015,Fresno,white,24209,758745,0.0319066352990794
359,2016,Fresno,white,12758,758745,0.016814608333498078
364,2009,Glenn,white,7129,13457,0.5297614624359069
369,2010,Glenn,white,14579,13457,1.0833766812811176
374,2011,Glenn,white,11588,13457,0.8611131752991008
379,2012,Glenn,white,10568,13457,0.7853161923162666
384,2013,Glenn,white,10909,13457,0.810656164078175
389,2014,Glenn,white,9903,13457,0.735899531842164
394,2015,Glenn,white,9236,13457,0.6863342498328008
399,2016,Glenn,white,3578,13457,0.2658839265809616
404,2009,Humboldt,white,10717,62707,0.170905959462261
409,2010,Humboldt,white,19216,62707,0.3064410671854817
414,2011,Humboldt,white,18378,62707,0.2930773278900282
419,2012,Humboldt,white,14793,62707,0.23590667708549284
424,2013,Humboldt,white,13346,62707,0.21283110338558694
429,2014,Humboldt,white,14233,62707,0.22697625464461701
434,2015,Humboldt,white,15186,62707,0.24217391997703605
439,2016,Humboldt,white,8384,62707,0.1337011816862551
444,2009,Imperial,white,11434,136750,0.08361243144424131
449,2010,Imperial,white,21791,136750,0.1593491773308958
454,2011,Imperial,white,20755,136750,0.15177330895795246
459,2012,Imperial,white,18015,136750,0.1317367458866545
464,2013,Imperial,white,18763,136750,0.13720658135283365
469,2014,Imperial,white,20764,136750,0.15183912248628884
474,2015,Imperial,white,21937,136750,0.16041681901279708
479,2016,Imperial,white,8875,136750,0.06489945155393052
484,2009,Inyo,white,7761,3879,2.00077339520495
489,2010,Inyo,white,15946,3879,4.1108533127094615
494,2011,Inyo,white,15153,3879,3.9064191802010826
499,2012,Inyo,white,11734,3879,3.025006444960041
504,2013,Inyo,white,11608,3879,2.9925238463521526
509,2014,Inyo,white,10650,3879,2.7455529775715393
514,2015,Inyo,white,11587,3879,2.9871100799175045
519,2016,Inyo,white,7262,3879,1.8721319927816447
524,2009,Kern,white,48333,541699,0.0892248278102784
529,2010,Kern,white,99300,541699,0.18331213459873472
534,2011,Kern,white,96572,541699,0.17827612751731128
539,2012,Kern,white,84140,541699,0.15532611284126424
544,2013,Kern,white,78257,541699,0.14446583803920626
549,2014,Kern,white,69906,541699,0.12904952750512738
554,2015,Kern,white,63263,541699,0.1167862595278928
559,2016,Kern,white,30734,541699,0.056736305586681905
564,2009,Kings,white,5355,118816,0.04506968758416375
569,2010,Kings,white,12094,118816,0.10178763802854834
574,2011,Kings,white,11441,118816,0.09629174521949906
579,2012,Kings,white,10547,118816,0.08876750605978993
584,2013,Kings,white,10241,118816,0.08619209534069486
589,2014,Kings,white,8520,118816,0.07170751413950983
594,2015,Kings,white,6847,118816,0.057626918933476975
599,2016,Kings,white,2779,118816,0.02338910584433073
604,2009,Lake,white,6164,4753,1.2968651378077003
609,2010,Lake,white,13009,4753,2.7370082053439933
614,2011,Lake,white,10647,4753,2.240058910162003
619,2012,Lake,white,8164,4753,1.717652009257311
624,2013,Lake,white,8644,4753,1.8186408584052178
629,2014,Lake,white,9335,4753,1.9640227224910582
634,2015,Lake,white,8040,4753,1.6915632232274354
639,2016,Lake,white,4292,4753,0.9030086261308647
644,2009,Lassen,white,8820,17947,0.49144703850225663
649,2010,Lassen,white,18987,17947,1.0579484036329192
654,2011,Lassen,white,17306,17947,0.9642837242993257
659,2012,Lassen,white,14222,17947,0.7924444196801694
664,2013,Lassen,white,14812,17947,0.8253189948180755
669,2014,Lassen,white,12029,17947,0.6702512954811389
674,2015,Lassen,white,14358,17947,0.8000222878475511
679,2016,Lassen,white,7495,17947,0.41761854348916255
684,2009,Los Angeles,white,124789,8725476,0.014301683942515
689,2010,Los Angeles,white,263623,8725476,0.030213022189276552
694,2011,Los Angeles,white,264001,8725476,0.030256343608073645
699,2012,Los Angeles,white,239339,8725476,0.027429907548883293
704,2013,Los Angeles,white,229182,8725476,0.02626584498083543
709,2014,Los Angeles,white,209702,8725476,0.024033302022720596
714,2015,Los Angeles,white,183679,8725476,0.021050885934475093
719,2016,Los Angeles,white,80923,8725476,0.009274336437347373
724,2009,Madera,white,9526,80136,0.11887291604272736
729,2010,Madera,white,17440,80136,0.21763002895078368
734,2011,Madera,white,14903,80136,0.18597134870719775
739,2012,Madera,white,13538,80136,0.16893780573025857
744,2013,Madera,white,11299,80136,0.14099780373365278
749,2014,Madera,white,11005,80136,0.13732904063092743
754,2015,Madera,white,13223,80136,0.16500698812019568
759,2016,Madera,white,6262,80136,0.07814215833083758
764,2009,Marin,white,21434,184982,0.11587073336865208
769,2010,Marin,white,40212,184982,0.21738331297099178
774,2011,Marin,white,38930,184982,0.21045290893167984
779,2012,Marin,white,38406,184982,0.20762020088441038
784,2013,Marin,white,39590,184982,0.21402082364770628
789,2014,Marin,white,28030,184982,0.15152825680336465
794,2015,Marin,white,27640,184982,0.1494199435620763
799,2016,Marin,white,13165,184982,0.07116908672195132
804,2009,Mendocino,white,17530,28685,0.611120794840509
809,2010,Mendocino,white,34013,28685,1.1857416768345825
814,2011,Mendocino,white,30622,28685,1.067526581837197
819,2012,Mendocino,white,30225,28685,1.0536865957817674
824,2013,Mendocino,white,30290,28685,1.055952588460868
829,2014,Mendocino,white,26474,28685,0.9229213874847482
834,2015,Mendocino,white,27536,28685,0.9599442217186683
839,2016,Mendocino,white,13023,28685,0.4540003486142583
844,2009,Merced,white,16964,166626,0.10180884135729118
849,2010,Merced,white,33051,166626,0.19835439847322747
854,2011,Merced,white,27243,166626,0.1634978934860106
859,2012,Merced,white,24543,166626,0.14729393972129198
864,2013,Merced,white,24597,166626,0.14761801879658637
869,2014,Merced,white,20032,166626,0.12022133400549734
874,2015,Merced,white,18955,166626,0.11375775689268182
879,2016,Merced,white,8245,166626,0.04948207362596473
884,2009,Modoc,white,3898,2827,1.3788468340997524
889,2010,Modoc,white,6545,2827,2.315175097276265
894,2011,Modoc,white,4682,2827,1.656172621153166
899,2012,Modoc,white,4940,2827,1.7474354439334985
904,2013,Modoc,white,5810,2827,2.0551821719136893
909,2014,Modoc,white,5390,2827,1.906614785992218
914,2015,Modoc,white,4231,2827,1.4966395472232048
919,2016,Modoc,white,2213,2827,0.7828086310576583
924,2009,Mono,white,4888,8234,0.5936361428224435
929,2010,Mono,white,11599,8234,1.408671362642701
934,2011,Mono,white,11969,8234,1.453606995384989
939,2012,Mono,white,10708,8234,1.300461501093029
944,2013,Mono,white,8899,8234,1.0807626912800583
949,2014,Mono,white,9416,8234,1.1435511294632013
954,2015,Mono,white,10257,8234,1.2456886082098615
959,2016,Mono,white,5323,8234,0.6464658732086471
964,2009,Monterey,white,18849,314844,0.059867744025612686
969,2010,Monterey,white,38762,314844,0.12311493946208281
974,2011,Monterey,white,34969,314844,0.11106770337055812
979,2012,Monterey,white,34524,314844,0.10965430498913747
984,2013,Monterey,white,28251,314844,0.08973015207531349
989,2014,Monterey,white,25483,314844,0.0809384965252633
994,2015,Monterey,white,24478,314844,0.07774643950654928
999,2016,Monterey,white,10694,314844,0.0339660276200277
1004,2009,Napa,white,7505,90817,0.0826387130162855
1009,2010,Napa,white,17576,90817,0.19353204796458812
1014,2011,Napa,white,16712,90817,0.18401841064998845
1019,2012,Napa,white,14222,90817,0.1566006364447185
1024,2013,Napa,white,16188,90817,0.1782485657971525
1029,2014,Napa,white,14885,90817,0.16390103174515785
1034,2015,Napa,white,15944,90817,0.17556184414812204
1039,2016,Napa,white,7083,90817,0.0779920059019787
1044,2009,Nevada,white,13210,15928,0.8293571069814164
1049,2010,Nevada,white,27005,15928,1.6954419889502763
1054,2011,Nevada,white,21749,15928,1.3654570567553992
1059,2012,Nevada,white,17503,15928,1.0988824711200402
1064,2013,Nevada,white,21703,15928,1.3625690607734806
1069,2014,Nevada,white,20627,15928,1.295015067805123
1074,2015,Nevada,white,21115,15928,1.325652938221999
1079,2016,Nevada,white,9908,15928,0.6220492214967354
1084,2009,Orange,white,54552,2669596,0.020434552643920655
1089,2010,Orange,white,111481,2669596,0.04175950218684775
1094,2011,Orange,white,120917,2669596,0.045294119409828304
1099,2012,Orange,white,105252,2669596,0.03942619032992258
1104,2013,Orange,white,89708,2669596,0.03360358646027339
1109,2014,Orange,white,87588,2669596,0.03280945880949777
1114,2015,Orange,white,80246,2669596,0.030059229935915397
1119,2016,Orange,white,36820,2669596,0.013792349104508697
1124,2009,Placer,white,15365,240304,0.06393984286570344
1129,2010,Placer,white,23374,240304,0.09726845995072908
1134,2011,Placer,white,20164,240304,0.08391038018509887
1139,2012,Placer,white,21537,240304,0.08962397629669086
1144,2013,Placer,white,19172,240304,0.07978227578400693
1149,2014,Placer,white,17654,240304,0.07346527731540049
1154,2015,Placer,white,16518,240304,0.06873793195285971
1159,2016,Placer,white,7814,240304,0.03251714494973034
1164,2009,Plumas,white,6998,2104,3.326045627376426
1169,2010,Plumas,white,11660,2104,5.5418250950570345
1174,2011,Plumas,white,11035,2104,5.244771863117871
1179,2012,Plumas,white,8526,2104,4.052281368821292
1184,2013,Plumas,white,7359,2104,3.4976235741444865
1189,2014,Plumas,white,7501,2104,3.5651140684410647
1194,2015,Plumas,white,7405,2104,3.5194866920152093
1199,2016,Plumas,white,4502,2104,2.1397338403041823
1204,2009,Riverside,white,33756,1453648,0.0232215777134492
1209,2010,Riverside,white,67396,1453648,0.04636335619076971
1214,2011,Riverside,white,68051,1453648,0.04681394670511706
1219,2012,Riverside,white,63214,1453648,0.0434864561434405
1224,2013,Riverside,white,58496,1453648,0.0402408285912408
1229,2014,Riverside,white,55990,1453648,0.03851688992108131
1234,2015,Riverside,white,49984,1453648,0.03438521567807337
1239,2016,Riverside,white,24681,1453648,0.016978663335277866
1244,2009,Sacramento,white,61442,563142,0.10910569625423072
1249,2010,Sacramento,white,125263,563142,0.2224359042657092
1254,2011,Sacramento,white,112226,563142,0.19928543777590732
1259,2012,Sacramento,white,92133,563142,0.16360527184972884
1264,2013,Sacramento,white,83508,563142,0.1482894190097702
1269,2014,Sacramento,white,71302,563142,0.12661460164576607
1274,2015,Sacramento,white,76006,563142,0.1349677346033505
1279,2016,Sacramento,white,32639,563142,0.057958738648511386
1284,2009,San Benito,white,11854,36790,0.3222071215004077
1289,2010,San Benito,white,25748,36790,0.6998640935036695
1294,2011,San Benito,white,26979,36790,0.7333242729002446
1299,2012,San Benito,white,26005,36790,0.7068496874150585
1304,2013,San Benito,white,22766,36790,0.6188094590921446
1309,2014,San Benito,white,18355,36790,0.4989127480293558
1314,2015,San Benito,white,18344,36790,0.49861375373742867
1319,2016,San Benito,white,8638,36790,0.2347920630606143
1324,2009,San Bernardino,white,77786,1647935,0.0472021044519353
1329,2010,San Bernardino,white,144802,1647935,0.08786875695946746
1334,2011,San Bernardino,white,145117,1647935,0.08805990527539011
1339,2012,San Bernardino,white,124745,1647935,0.075697767205624
1344,2013,San Bernardino,white,113221,1647935,0.06870477294310759
1349,2014,San Bernardino,white,100171,1647935,0.06078577128345475
1354,2015,San Bernardino,white,93073,1647935,0.05647856256466426
1359,2016,San Bernardino,white,48362,1647935,0.029347031284607705
1364,2009,San Diego,white,88689,2608709,0.03399727604727089
1369,2010,San Diego,white,177161,2608709,0.06791136918682766
1374,2011,San Diego,white,176884,2608709,0.06780518639679627
1379,2012,San Diego,white,156557,2608709,0.06001320959907755
1384,2013,San Diego,white,152651,2608709,0.05851591726022335
1389,2014,San Diego,white,148178,2608709,0.05680127603347096
1394,2015,San Diego,white,133651,2608709,0.05123262119308823
1399,2016,San Diego,white,57717,2608709,0.02212473679509673
1404,2009,San Francisco,white,12437,805235,0.015445180599452334
1409,2010,San Francisco,white,27867,805235,0.03460728855551485
1414,2011,San Francisco,white,28964,805235,0.0359696237744261
1419,2012,San Francisco,white,25496,805235,0.03166280650990084
1424,2013,San Francisco,white,25854,805235,0.032107397219445256
1429,2014,San Francisco,white,23011,805235,0.028576750886387205
1434,2015,San Francisco,white,22405,805235,0.027824175551236594
1439,2016,San Francisco,white,8061,805235,0.010010742205691507
1444,2009,San Joaquin,white,24060,543311,0.04428402885271971
1449,2010,San Joaquin,white,42463,543311,0.07815597328233737
1454,2011,San Joaquin,white,37995,543311,0.06993232237153306
1459,2012,San Joaquin,white,32591,543311,0.05998590126097208
1464,2013,San Joaquin,white,32077,543311,0.05903985010426809
1469,2014,San Joaquin,white,29780,543311,0.05481206896234385
1474,2015,San Joaquin,white,29141,543311,0.053635946999048424
1479,2016,San Joaquin,white,14337,543311,0.02638820123281141
1484,2009,San Luis Obispo,white,18280,151519,0.12064493561863529
1489,2010,San Luis Obispo,white,33545,151519,0.22139137665903286
1494,2011,San Luis Obispo,white,31651,151519,0.2088912941611283
1499,2012,San Luis Obispo,white,31980,151519,0.21106263900896918
1504,2013,San Luis Obispo,white,26430,151519,0.17443356938733756
1509,2014,San Luis Obispo,white,25463,151519,0.16805153149110014
1514,2015,San Luis Obispo,white,29115,151519,0.19215411928537016
1519,2016,San Luis Obispo,white,14178,151519,0.09357242326044918
1524,2009,San Mateo,white,16442,657229,0.02501715535985174
1529,2010,San Mateo,white,33009,657229,0.050224503179257154
1534,2011,San Mateo,white,36440,657229,0.05544490580908633
1539,2012,San Mateo,white,31878,657229,0.04850364180521553
1544,2013,San Mateo,white,31853,657229,0.0484656033133048
1549,2014,San Mateo,white,28718,657229,0.04369557642769872
1554,2015,San Mateo,white,22817,657229,0.03471697079708899
1559,2016,San Mateo,white,9775,657229,0.014873050337097115
1564,2009,Santa Barbara,white,55487,255762,0.2169477873960948
1569,2010,Santa Barbara,white,105856,255762,0.4138847835096691
1574,2011,Santa Barbara,white,107048,255762,0.41854536639532064
1579,2012,Santa Barbara,white,98984,255762,0.3870160539876917
1584,2013,Santa Barbara,white,92394,255762,0.36124991202758816
1589,2014,Santa Barbara,white,89287,255762,0.349101899422119
1594,2015,Santa Barbara,white,82357,255762,0.32200639657181285
1599,2016,Santa Barbara,white,39002,255762,0.15249333364612414
1604,2009,Santa Clara,white,20071,1691682,0.01186452300136787
1609,2010,Santa Clara,white,37780,1691682,0.0223328025007064
1614,2011,Santa Clara,white,42801,1691682,0.02530085441590086
1619,2012,Santa Clara,white,40899,1691682,0.024176529631455557
1624,2013,Santa Clara,white,33535,1691682,0.019823465639523266
1629,2014,Santa Clara,white,30338,1691682,0.017933630552314207
1634,2015,Santa Clara,white,26874,1691682,0.015885964383377017
1639,2016,Santa Clara,white,13507,1691682,0.007984361126973037
1644,2009,Santa Cruz,white,14289,132643,0.10772524746876956
1649,2010,Santa Cruz,white,31287,132643,0.23587373626953553
1654,2011,Santa Cruz,white,30998,132643,0.23369495563278878
1659,2012,Santa Cruz,white,29783,132643,0.2245350301184382
1664,2013,Santa Cruz,white,28647,132643,0.21597068823835408
1669,2014,Santa Cruz,white,23949,132643,0.18055230958286528
1674,2015,Santa Cruz,white,24129,132643,0.18190933558499128
1679,2016,Santa Cruz,white,10437,132643,0.078684891023273
1684,2009,Shasta,white,21512,99793,0.215566222079705
1689,2010,Shasta,white,46323,99793,0.46419087511148077
1694,2011,Shasta,white,41325,99793,0.4141072019079495
1699,2012,Shasta,white,40945,99793,0.4102993195915545
1704,2013,Shasta,white,35025,99793,0.3509765213992965
1709,2014,Shasta,white,34324,99793,0.34395198059984167
1714,2015,Shasta,white,35845,99793,0.3591935306083593
1719,2016,Shasta,white,16985,99793,0.17020231879991582
1724,2009,Sierra,white,14408,769,18.73602080624187
1729,2010,Sierra,white,24722,769,32.148244473342004
1734,2011,Sierra,white,21570,769,28.049414824447336
1739,2012,Sierra,white,20357,769,26.472041612483746
1744,2013,Sierra,white,19388,769,25.211963589076724
1749,2014,Sierra,white,20326,769,26.431729518855658
1754,2015,Sierra,white,17892,769,23.266579973992197
1759,2016,Sierra,white,6514,769,8.47074122236671
1764,2009,Siskiyou,white,16142,20744,0.7781527188584652
1769,2010,Siskiyou,white,32708,20744,1.5767450829155418
1774,2011,Siskiyou,white,29227,20744,1.4089375241033553
1779,2012,Siskiyou,white,23654,20744,1.1402815271885847
1784,2013,Siskiyou,white,26250,20744,1.2654261473197068
1789,2014,Siskiyou,white,23009,20744,1.1091881989973005
1794,2015,Siskiyou,white,21452,20744,1.0341303509448516
1799,2016,Siskiyou,white,9396,20744,0.452950250674894
1804,2009,Solano,white,20868,394510,0.052895997566601606
1809,2010,Solano,white,41966,394510,0.10637499683151251
1814,2011,Solano,white,42376,394510,0.10741426072849865
1819,2012,Solano,white,38012,394510,0.09635243720057793
1824,2013,Solano,white,37169,394510,0.09421560923677473
1829,2014,Solano,white,30629,394510,0.07763808268484956
1834,2015,Solano,white,31795,394510,0.08059364781627842
1839,2016,Solano,white,15367,394510,0.03895211781703886
1844,2009,Sonoma,white,23154,311891,0.07423747398931037
1849,2010,Sonoma,white,51256,311891,0.16433946474890265
1854,2011,Sonoma,white,49431,311891,0.15848806153431808
1859,2012,Sonoma,white,40646,311891,0.13032116989589312
1864,2013,Sonoma,white,34706,311891,0.11127605477554658
1869,2014,Sonoma,white,35172,311891,0.11277016650047612
1874,2015,Sonoma,white,34635,311891,0.11104841114363671
1879,2016,Sonoma,white,16079,311891,0.05155326700674274
1884,2009,Stanislaus,white,13151,404217,0.03253450498123533
1889,2010,Stanislaus,white,26312,404217,0.06509374914959044
1894,2011,Stanislaus,white,23904,404217,0.059136552891145104
1899,2012,Stanislaus,white,20137,404217,0.049817301103120354
1904,2013,Stanislaus,white,19532,404217,0.048320580282373085
1909,2014,Stanislaus,white,17631,404217,0.04361766081090108
1914,2015,Stanislaus,white,16246,404217,0.040191283394810214
1919,2016,Stanislaus,white,7642,404217,0.018905686796943225
1924,2009,Sutter,white,7200,73317,0.09820369082204673
1929,2010,Sutter,white,15843,73317,0.216089038013012
1934,2011,Sutter,white,15368,73317,0.20961032229905752
1939,2012,Sutter,white,14356,73317,0.19580724797795873
1944,2013,Sutter,white,15426,73317,0.21040140758623513
1949,2014,Sutter,white,17111,73317,0.23338379911889467
1954,2015,Sutter,white,15137,73317,0.2064596205518502
1959,2016,Sutter,white,5321,73317,0.07257525539779315
1964,2009,Tehama,white,12697,22157,0.5730468926298686
1969,2010,Tehama,white,23966,22157,1.081644626980187
1974,2011,Tehama,white,22978,22157,1.0370537527643635
1979,2012,Tehama,white,19465,22157,0.8785034075010155
1984,2013,Tehama,white,17828,22157,0.8046215642911947
1989,2014,Tehama,white,18442,22157,0.8323328970528501
1994,2015,Tehama,white,16542,22157,0.7465812158685743
1999,2016,Tehama,white,7270,22157,0.3281130116893081
2004,2009,Tulare,white,11271,299307,0.037656987641451756
2009,2010,Tulare,white,23122,299307,0.07725178495658304
2014,2011,Tulare,white,22219,299307,0.0742348157577337
2019,2012,Tulare,white,21689,299307,0.07246405864212999
2024,2013,Tulare,white,19958,299307,0.06668069908154503
2029,2014,Tulare,white,17571,299307,0.058705609959005305
2034,2015,Tulare,white,16143,299307,0.053934588900359834
2039,2016,Tulare,white,7664,299307,0.025605816101861967
2044,2009,Tuolumne,white,6741,4903,1.3748725270242708
2049,2010,Tuolumne,white,14806,4903,3.019783805833163
2054,2011,Tuolumne,white,13569,4903,2.7674892922700387
2059,2012,Tuolumne,white,13002,4903,2.651845808688558
2064,2013,Tuolumne,white,13819,4903,2.818478482561697
2069,2014,Tuolumne,white,12277,4903,2.5039771568427494
2074,2015,Tuolumne,white,12305,4903,2.509687946155415
2079,2016,Tuolumne,white,6082,4903,1.24046502141546
2084,2009,Yolo,white,5709,176458,0.032353307869294676
2089,2010,Yolo,white,9980,176458,0.056557367758900134
2094,2011,Yolo,white,10442,176458,0.0591755545228893
2099,2012,Yolo,white,11041,176458,0.06257013000260685
2104,2013,Yolo,white,12741,176458,0.07220415056274014
2109,2014,Yolo,white,11681,176458,0.06619705538995115
2114,2015,Yolo,white,10449,176458,0.05921522401931338
2119,2016,Yolo,white,5114,176458,0.028981400673248024
