,year,county_name,subject_race,count,population,relative_arrest
392,2015,Glenn,hispanic,2502,13457,0.18592554061083452
397,2016,Glenn,hispanic,1103,13457,0.08196477669614327
402,2009,Humboldt,hispanic,592,62707,0.009440732294640151
407,2010,Humboldt,hispanic,1026,62707,0.016361809686318913
412,2011,Humboldt,hispanic,1064,62707,0.016967802637664058
417,2012,Humboldt,hispanic,812,62707,0.012949112539269938
422,2013,Humboldt,hispanic,805,62707,0.01283748225875899
427,2014,Humboldt,hispanic,963,62707,0.015357137161720382
432,2015,Humboldt,hispanic,1298,62707,0.02069944344331574
437,2016,Humboldt,hispanic,666,62707,0.01062082383147017
442,2009,Imperial,hispanic,24410,136750,0.17850091407678245
447,2010,Imperial,hispanic,50123,136750,0.36653016453382087
452,2011,Imperial,hispanic,49372,136750,0.36103839122486286
457,2012,Imperial,hispanic,44381,136750,0.32454113345521024
462,2013,Imperial,hispanic,51369,136750,0.3756416819012797
467,2014,Imperial,hispanic,53215,136750,0.38914076782449725
472,2015,Imperial,hispanic,53421,136750,0.3906471663619744
477,2016,Imperial,hispanic,22944,136750,0.16778062157221207
482,2009,Inyo,hispanic,1382,3879,0.3562773910801753
487,2010,Inyo,hispanic,2446,3879,0.6305748904356793
492,2011,Inyo,hispanic,2378,3879,0.6130445991234854
497,2012,Inyo,hispanic,2036,3879,0.5248775457592163
502,2013,Inyo,hispanic,2177,3879,0.5612271203918535
507,2014,Inyo,hispanic,2076,3879,0.5351894818252126
512,2015,Inyo,hispanic,2624,3879,0.6764630059293633
517,2016,Inyo,hispanic,1702,3879,0.4387728796081464
522,2009,Kern,hispanic,46589,541699,0.08600532768197837
527,2010,Kern,hispanic,94312,541699,0.1741040688648124
532,2011,Kern,hispanic,93019,541699,0.17171713442336056
537,2012,Kern,hispanic,84699,541699,0.15635805124247967
542,2013,Kern,hispanic,78269,541699,0.14448799056302486
547,2014,Kern,hispanic,76954,541699,0.142060443161239
552,2015,Kern,hispanic,76129,541699,0.14053745714871174
557,2016,Kern,hispanic,38505,541699,0.07108191080286284
562,2009,Kings,hispanic,5375,118816,0.04523801508214382
567,2010,Kings,hispanic,11816,118816,0.09944788580662536
572,2011,Kings,hispanic,11509,118816,0.09686405871263129
577,2012,Kings,hispanic,10701,118816,0.09006362779423646
582,2013,Kings,hispanic,12196,118816,0.1026461082682467
587,2014,Kings,hispanic,11280,118816,0.0949367088607595
592,2015,Kings,hispanic,9745,118816,0.08201757339078912
597,2016,Kings,hispanic,4032,118816,0.03393482359278212
602,2009,Lake,hispanic,924,4753,0.19440353460972018
607,2010,Lake,hispanic,1843,4753,0.3877551020408163
612,2011,Lake,hispanic,1393,4753,0.2930780559646539
617,2012,Lake,hispanic,1136,4753,0.2390069429833789
622,2013,Lake,hispanic,1276,4753,0.2684620239848517
627,2014,Lake,hispanic,1520,4753,0.3197980223017042
632,2015,Lake,hispanic,1497,4753,0.31495897328003364
637,2016,Lake,hispanic,865,4753,0.18199032190195666
642,2009,Lassen,hispanic,510,17947,0.028417005627681506
647,2010,Lassen,hispanic,1223,17947,0.06814509388755781
652,2011,Lassen,hispanic,1153,17947,0.06424472056611133
657,2012,Lassen,hispanic,873,17947,0.048643227280325406
662,2013,Lassen,hispanic,1016,17947,0.05661113277985179
667,2014,Lassen,hispanic,933,17947,0.05198640441299381
672,2015,Lassen,hispanic,1074,17947,0.059842870674764584
677,2016,Lassen,hispanic,578,17947,0.032205939711372374
682,2009,Los Angeles,hispanic,192446,8725476,0.022055644872554805
687,2010,Los Angeles,hispanic,397585,8725476,0.045565995482653325
692,2011,Los Angeles,hispanic,416143,8725476,0.04769287085312022
697,2012,Los Angeles,hispanic,379592,8725476,0.043503873026526
702,2013,Los Angeles,hispanic,374290,8725476,0.04289622709408633
707,2014,Los Angeles,hispanic,349251,8725476,0.04002658422302691
712,2015,Los Angeles,hispanic,330947,8725476,0.03792881901228082
717,2016,Los Angeles,hispanic,158437,8725476,0.018157977857024648
722,2009,Madera,hispanic,7229,80136,0.09020914445442747
727,2010,Madera,hispanic,13442,80136,0.16773984226814415
732,2011,Madera,hispanic,11519,80136,0.14374313666766497
737,2012,Madera,hispanic,10922,80136,0.136293301387641
742,2013,Madera,hispanic,8120,80136,0.1013277428371768
747,2014,Madera,hispanic,7833,80136,0.09774633123689727
752,2015,Madera,hispanic,9783,80136,0.12207996406109614
757,2016,Madera,hispanic,6343,80136,0.0791529400019966
762,2009,Marin,hispanic,4039,184982,0.021834556875804132
767,2010,Marin,hispanic,7010,184982,0.03789557902931096
772,2011,Marin,hispanic,6590,184982,0.03562508784638505
777,2012,Marin,hispanic,6643,184982,0.03591160220994475
782,2013,Marin,hispanic,7340,184982,0.039679536387324174
787,2014,Marin,hispanic,6203,184982,0.03353299239926047
792,2015,Marin,hispanic,7035,184982,0.03803072731400893
797,2016,Marin,hispanic,3747,184982,0.020256024910531835
802,2009,Mendocino,hispanic,2294,28685,0.07997211085933414
807,2010,Mendocino,hispanic,4673,28685,0.1629074429144152
812,2011,Mendocino,hispanic,4353,28685,0.1517517866480739
817,2012,Mendocino,hispanic,4303,28685,0.15000871535645807
822,2013,Mendocino,hispanic,4310,28685,0.1502527453372843
827,2014,Mendocino,hispanic,4132,28685,0.14404741153913195
832,2015,Mendocino,hispanic,5037,28685,0.17559700191737843
837,2016,Mendocino,hispanic,2553,28685,0.08900122014990414
842,2009,Merced,hispanic,18092,166626,0.10857849315232918
847,2010,Merced,hispanic,34073,166626,0.2044878950463913
852,2011,Merced,hispanic,28200,166626,0.16924129487594974
857,2012,Merced,hispanic,26691,166626,0.16018508516077923
862,2013,Merced,hispanic,27957,166626,0.16778293903712505
867,2014,Merced,hispanic,25183,166626,0.15113487690996602
872,2015,Merced,hispanic,25066,166626,0.15043270558016156
877,2016,Merced,hispanic,11759,166626,0.07057121937752811
882,2009,Modoc,hispanic,316,2827,0.11177927131234525
887,2010,Modoc,hispanic,520,2827,0.1839405730456314
892,2011,Modoc,hispanic,339,2827,0.11991510435090201
897,2012,Modoc,hispanic,386,2827,0.13654050229925715
902,2013,Modoc,hispanic,425,2827,0.15033604527767952
907,2014,Modoc,hispanic,431,2827,0.1524584365051291
912,2015,Modoc,hispanic,340,2827,0.12026883622214361
917,2016,Modoc,hispanic,173,2827,0.06119561372479661
922,2009,Mono,hispanic,770,8234,0.09351469516638329
927,2010,Mono,hispanic,1818,8234,0.22079183871751276
932,2011,Mono,hispanic,1793,8234,0.2177556473160068
937,2012,Mono,hispanic,1774,8234,0.21544814185086228
942,2013,Mono,hispanic,1435,8234,0.17427738644644158
947,2014,Mono,hispanic,1534,8234,0.18630070439640514
952,2015,Mono,hispanic,2007,8234,0.24374544571289775
957,2016,Mono,hispanic,1172,8234,0.14233665290259898
962,2009,Monterey,hispanic,16754,314844,0.053213655016452595
967,2010,Monterey,hispanic,33327,314844,0.10585242215192285
972,2011,Monterey,hispanic,28616,314844,0.09088945636569222
977,2012,Monterey,hispanic,30173,314844,0.09583476261259545
982,2013,Monterey,hispanic,26084,314844,0.08284737838421567
987,2014,Monterey,hispanic,26120,314844,0.08296172072518454
992,2015,Monterey,hispanic,27814,314844,0.08834216310299704
997,2016,Monterey,hispanic,12371,314844,0.039292475003493796
1002,2009,Napa,hispanic,2612,90817,0.02876113502978517
1007,2010,Napa,hispanic,5349,90817,0.058898664346983494
1012,2011,Napa,hispanic,5368,90817,0.05910787627867029
1017,2012,Napa,hispanic,5092,90817,0.05606879769206206
1022,2013,Napa,hispanic,6200,90817,0.06826915665569222
1027,2014,Napa,hispanic,5743,90817,0.06323705914090974
1032,2015,Napa,hispanic,6594,90817,0.07260755144961846
1037,2016,Napa,hispanic,3278,90817,0.03609456379312243
1042,2009,Nevada,hispanic,1272,15928,0.07985936715218483
1047,2010,Nevada,hispanic,2739,15928,0.17196132596685082
1052,2011,Nevada,hispanic,1923,15928,0.12073078854846811
1057,2012,Nevada,hispanic,1598,15928,0.1003264691109995
1062,2013,Nevada,hispanic,2157,15928,0.1354218985434455
1067,2014,Nevada,hispanic,2373,15928,0.14898292315419387
1072,2015,Nevada,hispanic,2589,15928,0.16254394776494224
1077,2016,Nevada,hispanic,1191,15928,0.0747739829231542
1082,2009,Orange,hispanic,33595,2669596,0.012584301145192007
1087,2010,Orange,hispanic,69422,2669596,0.026004683854785517
1092,2011,Orange,hispanic,74941,2669596,0.028072037866403755
1097,2012,Orange,hispanic,66413,2669596,0.024877547014604456
1102,2013,Orange,hispanic,60758,2669596,0.022759248965011934
1107,2014,Orange,hispanic,63075,2669596,0.023627170553147368
1112,2015,Orange,hispanic,62171,2669596,0.02328854253602418
1117,2016,Orange,hispanic,30506,2669596,0.0114271972238496
1122,2009,Placer,hispanic,1755,240304,0.007303249217657634
1127,2010,Placer,hispanic,2672,240304,0.011119248951328318
1132,2011,Placer,hispanic,2055,240304,0.0085516678873427
1137,2012,Placer,hispanic,2374,240304,0.009879153072774486
1142,2013,Placer,hispanic,2006,240304,0.008347759504627471
1147,2014,Placer,hispanic,2005,240304,0.008343598109061856
1152,2015,Placer,hispanic,2176,240304,0.009055196750782342
1157,2016,Placer,hispanic,1118,240304,0.004652440242359677
1162,2009,Plumas,hispanic,444,2104,0.21102661596958175
1167,2010,Plumas,hispanic,695,2104,0.3303231939163498
1172,2011,Plumas,hispanic,642,2104,0.3051330798479088
1177,2012,Plumas,hispanic,507,2104,0.24096958174904942
1182,2013,Plumas,hispanic,427,2104,0.2029467680608365
1187,2014,Plumas,hispanic,419,2104,0.1991444866920152
1192,2015,Plumas,hispanic,491,2104,0.23336501901140685
1197,2016,Plumas,hispanic,322,2104,0.15304182509505704
1202,2009,Riverside,hispanic,37232,1453648,0.0256128030995124
1207,2010,Riverside,hispanic,75992,1453648,0.05227675475768549
1212,2011,Riverside,hispanic,75722,1453648,0.05209101515635147
1217,2012,Riverside,hispanic,72748,1453648,0.050045127843879676
1222,2013,Riverside,hispanic,67782,1453648,0.04662889502823242
1227,2014,Riverside,hispanic,68736,1453648,0.047285174952945964
1232,2015,Riverside,hispanic,64293,1453648,0.04422872662432721
1237,2016,Riverside,hispanic,32552,1453648,0.022393316676389333
1242,2009,Sacramento,hispanic,16974,563142,0.030141598389038644
1247,2010,Sacramento,hispanic,34393,563142,0.06107340599706646
1252,2011,Sacramento,hispanic,30345,563142,0.05388516573084586
1257,2012,Sacramento,hispanic,27104,563142,0.04812995656512922
1262,2013,Sacramento,hispanic,25271,563142,0.044875004883315396
1267,2014,Sacramento,hispanic,23260,563142,0.04130396951390591
1272,2015,Sacramento,hispanic,25872,563142,0.045942231266714255
1277,2016,Sacramento,hispanic,11458,563142,0.020346555575680735
1282,2009,San Benito,hispanic,12516,36790,0.34020114161456916
1287,2010,San Benito,hispanic,28063,36790,0.7627888013047024
1292,2011,San Benito,hispanic,30428,36790,0.8270725740690404
1297,2012,San Benito,hispanic,30090,36790,0.817885294917097
1302,2013,San Benito,hispanic,28051,36790,0.7624626257135091
1307,2014,San Benito,hispanic,25655,36790,0.6973362326719217
1312,2015,San Benito,hispanic,27515,36790,0.7478934493068768
1317,2016,San Benito,hispanic,13649,36790,0.37099755368306603
1322,2009,San Bernardino,hispanic,57311,1647935,0.03477746391696274
1327,2010,San Bernardino,hispanic,110490,1647935,0.06704754738506069
1332,2011,San Bernardino,hispanic,111344,1647935,0.06756577170822878
1337,2012,San Bernardino,hispanic,100993,1647935,0.0612845773650053
1342,2013,San Bernardino,hispanic,92805,1647935,0.05631593479111737
1347,2014,San Bernardino,hispanic,87184,1647935,0.05290499928698644
1352,2015,San Bernardino,hispanic,88437,1647935,0.05366534481032322
1357,2016,San Bernardino,hispanic,47229,1647935,0.028659504167336695
1362,2009,San Diego,hispanic,82930,2608709,0.03178967067618504
1367,2010,San Diego,hispanic,170076,2608709,0.06519546641653017
1372,2011,San Diego,hispanic,164571,2608709,0.06308522721392075
1377,2012,San Diego,hispanic,151519,2608709,0.05808198614717088
1382,2013,San Diego,hispanic,150061,2608709,0.05752308900686125
1387,2014,San Diego,hispanic,152024,2608709,0.058275568490007895
1392,2015,San Diego,hispanic,146584,2608709,0.05619024582657552
1397,2016,San Diego,hispanic,68040,2608709,0.02608186654778283
1402,2009,San Francisco,hispanic,4314,805235,0.00535744223735928
1407,2010,San Francisco,hispanic,9407,805235,0.011682303923699292
1412,2011,San Francisco,hispanic,10324,805235,0.012821101914347986
1417,2012,San Francisco,hispanic,9263,805235,0.011503474141089248
1422,2013,San Francisco,hispanic,9317,805235,0.011570535309568015
1427,2014,San Francisco,hispanic,8945,805235,0.01110855837115873
1432,2015,San Francisco,hispanic,9578,805235,0.011894664290548721
1437,2016,San Francisco,hispanic,4024,805235,0.004997298925158494
1442,2009,San Joaquin,hispanic,15391,543311,0.028328158273990402
1447,2010,San Joaquin,hispanic,27949,543311,0.05144199178739249
1452,2011,San Joaquin,hispanic,25683,543311,0.047271268205502925
1457,2012,San Joaquin,hispanic,24161,543311,0.044469926064445595
1462,2013,San Joaquin,hispanic,24602,543311,0.045281615870100184
1467,2014,San Joaquin,hispanic,22946,543311,0.04223363782437683
1472,2015,San Joaquin,hispanic,24543,543311,0.045173022449389026
1477,2016,San Joaquin,hispanic,12147,543311,0.022357360701329442
1482,2009,San Luis Obispo,hispanic,5162,151519,0.034068334664299524
1487,2010,San Luis Obispo,hispanic,9876,151519,0.0651799444294115
1492,2011,San Luis Obispo,hispanic,9537,151519,0.06294260125792805
1497,2012,San Luis Obispo,hispanic,9308,151519,0.06143123964651298
1502,2013,San Luis Obispo,hispanic,8251,151519,0.054455216837492326
1507,2014,San Luis Obispo,hispanic,9140,151519,0.060322467809317645
1512,2015,San Luis Obispo,hispanic,11543,151519,0.0761818649806295
1517,2016,San Luis Obispo,hispanic,6174,151519,0.04074736501692857
1522,2009,San Mateo,hispanic,6315,657229,0.009608523056651486
1527,2010,San Mateo,hispanic,13152,657229,0.020011289824399106
1532,2011,San Mateo,hispanic,15294,657229,0.02327042781131082
1537,2012,San Mateo,hispanic,13368,657229,0.02033994239450785
1542,2013,San Mateo,hispanic,14105,657229,0.021461317136036297
1547,2014,San Mateo,hispanic,13976,657229,0.021265038517776908
1552,2015,San Mateo,hispanic,12289,657229,0.018698201083640557
1557,2016,San Mateo,hispanic,5776,657229,0.008788413171056055
1562,2009,Santa Barbara,hispanic,34431,255762,0.1346212494428414
1567,2010,Santa Barbara,hispanic,64108,255762,0.25065490573267335
1572,2011,Santa Barbara,hispanic,66239,255762,0.25898687060626674
1577,2012,Santa Barbara,hispanic,62734,255762,0.24528272378226632
1582,2013,Santa Barbara,hispanic,61055,255762,0.23871802691564814
1587,2014,Santa Barbara,hispanic,62030,255762,0.24253016476255268
1592,2015,Santa Barbara,hispanic,62625,255762,0.24485654632040726
1597,2016,Santa Barbara,hispanic,31760,255762,0.12417794668480853
1602,2009,Santa Clara,hispanic,13202,1691682,0.007804067194661881
1607,2010,Santa Clara,hispanic,25616,1691682,0.015142325803549368
1612,2011,Santa Clara,hispanic,29450,1691682,0.01740870920184763
1617,2012,Santa Clara,hispanic,29293,1691682,0.017315902161280903
1622,2013,Santa Clara,hispanic,26130,1691682,0.015446165414067183
1627,2014,Santa Clara,hispanic,25811,1691682,0.015257595694699122
1632,2015,Santa Clara,hispanic,24156,1691682,0.014279279439043509
1637,2016,Santa Clara,hispanic,12957,1691682,0.007659240921166034
1642,2009,Santa Cruz,hispanic,4381,132643,0.03302850508507799
1647,2010,Santa Cruz,hispanic,11046,132643,0.08327616233046599
1652,2011,Santa Cruz,hispanic,11066,132643,0.08342694299736887
1657,2012,Santa Cruz,hispanic,10370,132643,0.07817977578914831
1662,2013,Santa Cruz,hispanic,10478,132643,0.07899399139042391
1667,2014,Santa Cruz,hispanic,9225,132643,0.06954758260895788
1672,2015,Santa Cruz,hispanic,10474,132643,0.07896383525704334
1677,2016,Santa Cruz,hispanic,4726,132643,0.03562947158915284
1682,2009,Shasta,hispanic,2446,99793,0.02451073722605794
1687,2010,Shasta,hispanic,5005,99793,0.05015381840409648
1692,2011,Shasta,hispanic,4393,99793,0.044021123726113054
1697,2012,Shasta,hispanic,4999,99793,0.05009369394646919
1702,2013,Shasta,hispanic,4092,99793,0.04100488010181075
1707,2014,Shasta,hispanic,4387,99793,0.04396099926848577
1712,2015,Shasta,hispanic,4878,99793,0.04888118405098554
1717,2016,Shasta,hispanic,2251,99793,0.022556692353171065
1722,2009,Sierra,hispanic,2244,769,2.918075422626788
1727,2010,Sierra,hispanic,3766,769,4.897269180754226
1732,2011,Sierra,hispanic,3549,769,4.615084525357608
1737,2012,Sierra,hispanic,3284,769,4.270481144343303
1742,2013,Sierra,hispanic,3406,769,4.4291287386215865
1747,2014,Sierra,hispanic,3709,769,4.823146944083225
1752,2015,Sierra,hispanic,3735,769,4.856957087126138
1757,2016,Sierra,hispanic,1423,769,1.8504551365409623
1762,2009,Siskiyou,hispanic,3802,20744,0.18328191284226764
1767,2010,Siskiyou,hispanic,8197,20744,0.39515040493636716
1772,2011,Siskiyou,hispanic,7275,20744,0.3507038179714616
1777,2012,Siskiyou,hispanic,6148,20744,0.29637485537986885
1782,2013,Siskiyou,hispanic,7226,20744,0.3483416891631315
1787,2014,Siskiyou,hispanic,6854,20744,0.33040879290397224
1792,2015,Siskiyou,hispanic,6563,20744,0.31638064018511375
1797,2016,Siskiyou,hispanic,2957,20744,0.1425472425761666
1802,2009,Solano,hispanic,8933,394510,0.02264327900433449
1807,2010,Solano,hispanic,18278,394510,0.046330891485640416
1812,2011,Solano,hispanic,18407,394510,0.046657879394692146
1817,2012,Solano,hispanic,17562,394510,0.04451598185090365
1822,2013,Solano,hispanic,17199,394510,0.04359585308357203
1827,2014,Solano,hispanic,15399,394510,0.03903323109680363
1832,2015,Solano,hispanic,16277,394510,0.04125877671034955
1837,2016,Solano,hispanic,8584,394510,0.021758637296899953
1842,2009,Sonoma,hispanic,6019,311891,0.019298408738950466
1847,2010,Sonoma,hispanic,12956,311891,0.0415401534510454
1852,2011,Sonoma,hispanic,12097,311891,0.038785986129769696
1857,2012,Sonoma,hispanic,10625,311891,0.03406638857806093
1862,2013,Sonoma,hispanic,9691,311891,0.031071752631528324
1867,2014,Sonoma,hispanic,10708,311891,0.03433250719001189
1872,2015,Sonoma,hispanic,11438,311891,0.03667306847584573
1877,2016,Sonoma,hispanic,5676,311891,0.018198665559442242
1882,2009,Stanislaus,hispanic,10062,404217,0.024892570079932314
1887,2010,Stanislaus,hispanic,20170,404217,0.049898940420615656
1892,2011,Stanislaus,hispanic,19127,404217,0.047318643204021606
1897,2012,Stanislaus,hispanic,16526,404217,0.040883980634164326
1902,2013,Stanislaus,hispanic,16415,404217,0.040609375657134655
1907,2014,Stanislaus,hispanic,15489,404217,0.03831852692984214
1912,2015,Stanislaus,hispanic,14948,404217,0.03698013690666152
1917,2016,Stanislaus,hispanic,7272,404217,0.01799033687351101
1922,2009,Sutter,hispanic,1976,73317,0.026951457370050603
1927,2010,Sutter,hispanic,4292,73317,0.0585403112511423
1932,2011,Sutter,hispanic,4120,73317,0.05619433419261563
1937,2012,Sutter,hispanic,3944,73317,0.05379379952807671
1942,2013,Sutter,hispanic,4178,73317,0.05698541947979323
1947,2014,Sutter,hispanic,5317,73317,0.0725206977917809
1952,2015,Sutter,hispanic,4655,73317,0.06349141399675383
1957,2016,Sutter,hispanic,1868,73317,0.025478402007719902
1962,2009,Tehama,hispanic,4314,22157,0.19470144875208736
1967,2010,Tehama,hispanic,8202,22157,0.3701764679333845
1972,2011,Tehama,hispanic,8340,22157,0.3764047479351898
1977,2012,Tehama,hispanic,7189,22157,0.3244572821230311
1982,2013,Tehama,hispanic,6510,22157,0.2938123392155978
1987,2014,Tehama,hispanic,7124,22157,0.32152367197725323
1992,2015,Tehama,hispanic,6388,22157,0.28830617863429164
1997,2016,Tehama,hispanic,2854,22157,0.12880805163153858
2002,2009,Tulare,hispanic,17959,299307,0.06000193780967368
2007,2010,Tulare,hispanic,35939,299307,0.1200740376937392
2012,2011,Tulare,hispanic,38205,299307,0.12764485962573544
2017,2012,Tulare,hispanic,36904,299307,0.12329815206460257
2022,2013,Tulare,hispanic,35634,299307,0.11905501708947669
2027,2014,Tulare,hispanic,32129,299307,0.10734463276836158
2032,2015,Tulare,hispanic,32279,299307,0.10784579044258905
2037,2016,Tulare,hispanic,15986,299307,0.05341004386800175
2042,2009,Tuolumne,hispanic,692,4903,0.14113807872730982
2047,2010,Tuolumne,hispanic,1589,4903,0.3240872934937793
2052,2011,Tuolumne,hispanic,1504,4903,0.30675096879461555
2057,2012,Tuolumne,hispanic,1477,4903,0.30124413624311647
2062,2013,Tuolumne,hispanic,1629,4903,0.33224556394044463
2067,2014,Tuolumne,hispanic,1487,4903,0.30328370385478276
2072,2015,Tuolumne,hispanic,1605,4903,0.32735060167244545
2077,2016,Tuolumne,hispanic,850,4903,0.17336324699163777
2082,2009,Yolo,hispanic,2025,176458,0.011475818608394065
2087,2010,Yolo,hispanic,3387,176458,0.01919436919833615
2092,2011,Yolo,hispanic,3545,176458,0.020089766403336772
2097,2012,Yolo,hispanic,3858,176458,0.021863559600584843
2102,2013,Yolo,hispanic,4918,176458,0.027870654773373835
2107,2014,Yolo,hispanic,4696,176458,0.026612565029638782
2112,2015,Yolo,hispanic,4346,176458,0.02462909020843487
2117,2016,Yolo,hispanic,2222,176458,0.012592231579185983
