,year,county_name,subject_race,count,population,relative_arrest
245,2010,Del Norte,asian/pacific islander,194,7643,0.025382703127044354
250,2011,Del Norte,asian/pacific islander,212,7643,0.02773779929347115
255,2012,Del Norte,asian/pacific islander,203,7643,0.026560251210257752
260,2013,Del Norte,asian/pacific islander,223,7643,0.02917702472850975
265,2014,Del Norte,asian/pacific islander,214,7643,0.02799947664529635
270,2015,Del Norte,asian/pacific islander,256,7643,0.03349470103362554
275,2016,Del Norte,asian/pacific islander,126,7643,0.01648567316498757
280,2009,El Dorado,asian/pacific islander,428,31792,0.01346250629089079
285,2010,El Dorado,asian/pacific islander,873,31792,0.02745973829894313
290,2011,El Dorado,asian/pacific islander,827,31792,0.02601283341721188
295,2012,El Dorado,asian/pacific islander,840,31792,0.02642174131857071
300,2013,El Dorado,asian/pacific islander,1066,31792,0.03353044791142426
305,2014,El Dorado,asian/pacific islander,911,31792,0.02865500754906895
310,2015,El Dorado,asian/pacific islander,751,31792,0.023622294916960242
315,2016,El Dorado,asian/pacific islander,369,31792,0.011606693507800704
320,2009,Fresno,asian/pacific islander,2262,758745,0.0029812387561038295
325,2010,Fresno,asian/pacific islander,4738,758745,0.006244522204429683
330,2011,Fresno,asian/pacific islander,4657,758745,0.006137766970457795
335,2012,Fresno,asian/pacific islander,4330,758745,0.00570679213701573
340,2013,Fresno,asian/pacific islander,3978,758745,0.005242868157286045
345,2014,Fresno,asian/pacific islander,2884,758745,0.003801013515739807
350,2015,Fresno,asian/pacific islander,3187,758745,0.004200357168745758
355,2016,Fresno,asian/pacific islander,1741,758745,0.002294578547469835
360,2009,Glenn,asian/pacific islander,345,13457,0.025637214832429218
365,2010,Glenn,asian/pacific islander,720,13457,0.053503752693765325
370,2011,Glenn,asian/pacific islander,624,13457,0.046369919001263284
375,2012,Glenn,asian/pacific islander,516,13457,0.03834435609719848
380,2013,Glenn,asian/pacific islander,579,13457,0.04302593445790295
385,2014,Glenn,asian/pacific islander,593,13457,0.04406628520472616
390,2015,Glenn,asian/pacific islander,597,13457,0.04436352827524708
395,2016,Glenn,asian/pacific islander,259,13457,0.019246488816229472
400,2009,Humboldt,asian/pacific islander,181,62707,0.002886440110354506
405,2010,Humboldt,asian/pacific islander,356,62707,0.0056771971231282
410,2011,Humboldt,asian/pacific islander,352,62707,0.0056134083914076574
415,2012,Humboldt,asian/pacific islander,278,62707,0.004433316854577639
420,2013,Humboldt,asian/pacific islander,301,62707,0.004800102061970753
425,2014,Humboldt,asian/pacific islander,332,62707,0.00529446473280495
430,2015,Humboldt,asian/pacific islander,385,62707,0.006139665428102126
435,2016,Humboldt,asian/pacific islander,231,62707,0.0036837992568612755
440,2009,Imperial,asian/pacific islander,475,136750,0.003473491773308958
445,2010,Imperial,asian/pacific islander,882,136750,0.0064497257769652655
450,2011,Imperial,asian/pacific islander,896,136750,0.006552102376599634
455,2012,Imperial,asian/pacific islander,846,136750,0.006186471663619744
460,2013,Imperial,asian/pacific islander,996,136750,0.007283363802559415
465,2014,Imperial,asian/pacific islander,1189,136750,0.008694698354661792
470,2015,Imperial,asian/pacific islander,1239,136750,0.009060329067641681
475,2016,Imperial,asian/pacific islander,542,136750,0.003963436928702011
480,2009,Inyo,asian/pacific islander,541,3879,0.13946893529260118
485,2010,Inyo,asian/pacific islander,1252,3879,0.322763598865687
490,2011,Inyo,asian/pacific islander,1342,3879,0.3459654550141789
495,2012,Inyo,asian/pacific islander,1064,3879,0.274297499355504
500,2013,Inyo,asian/pacific islander,1067,3879,0.27507089456045375
505,2014,Inyo,asian/pacific islander,1213,3879,0.3127094612013406
510,2015,Inyo,asian/pacific islander,1438,3879,0.37071410157257023
515,2016,Inyo,asian/pacific islander,933,3879,0.24052590873936583
520,2009,Kern,asian/pacific islander,4661,541699,0.008604409459866088
525,2010,Kern,asian/pacific islander,9592,541699,0.017707250705650185
530,2011,Kern,asian/pacific islander,9807,541699,0.018104150090733045
535,2012,Kern,asian/pacific islander,9289,541699,0.017147899479231087
540,2013,Kern,asian/pacific islander,9138,541699,0.01686914688784731
545,2014,Kern,asian/pacific islander,7938,541699,0.014653894505989489
550,2015,Kern,asian/pacific islander,7404,541699,0.013668107196062759
555,2016,Kern,asian/pacific islander,3619,541699,0.00668083197495288
560,2009,Kings,asian/pacific islander,322,118816,0.0027100727174791273
565,2010,Kings,asian/pacific islander,761,118816,0.0064048612981416645
570,2011,Kings,asian/pacific islander,729,118816,0.006135537301373553
575,2012,Kings,asian/pacific islander,680,118816,0.005723134931322381
580,2013,Kings,asian/pacific islander,634,118816,0.00533598168596822
585,2014,Kings,asian/pacific islander,570,118816,0.004797333692431995
590,2015,Kings,asian/pacific islander,479,118816,0.004031443576622677
595,2016,Kings,asian/pacific islander,196,118816,0.0016496094802046861
600,2009,Lake,asian/pacific islander,75,4753,0.015779507679360403
605,2010,Lake,asian/pacific islander,136,4753,0.028613507258573534
610,2011,Lake,asian/pacific islander,104,4753,0.02188091731537976
615,2012,Lake,asian/pacific islander,94,4753,0.019776982958131708
620,2013,Lake,asian/pacific islander,95,4753,0.01998737639385651
625,2014,Lake,asian/pacific islander,106,4753,0.02230170418682937
630,2015,Lake,asian/pacific islander,93,4753,0.0195665895224069
635,2016,Lake,asian/pacific islander,54,4753,0.011361245529139492
640,2009,Lassen,asian/pacific islander,87,17947,0.004847606842369198
645,2010,Lassen,asian/pacific islander,225,17947,0.012536914247506546
650,2011,Lassen,asian/pacific islander,279,17947,0.015545773666908118
655,2012,Lassen,asian/pacific islander,218,17947,0.012146876915361898
660,2013,Lassen,asian/pacific islander,234,17947,0.01303839081740681
665,2014,Lassen,asian/pacific islander,210,17947,0.011701119964339445
670,2015,Lassen,asian/pacific islander,303,17947,0.016883044519975483
675,2016,Lassen,asian/pacific islander,198,17947,0.011032484537805762
680,2009,Los Angeles,asian/pacific islander,42114,8725476,0.004826556167250933
685,2010,Los Angeles,asian/pacific islander,86448,8725476,0.009907539714738772
690,2011,Los Angeles,asian/pacific islander,89639,8725476,0.010273250422097317
695,2012,Los Angeles,asian/pacific islander,84806,8725476,0.00971935513890589
700,2013,Los Angeles,asian/pacific islander,85066,8725476,0.009749152940194896
705,2014,Los Angeles,asian/pacific islander,77081,8725476,0.008834016619838276
710,2015,Los Angeles,asian/pacific islander,68290,8725476,0.007826507115485734
715,2016,Los Angeles,asian/pacific islander,31668,8725476,0.0036293721970010575
720,2009,Madera,asian/pacific islander,578,80136,0.007212738344813816
725,2010,Madera,asian/pacific islander,1238,80136,0.015448737146850354
730,2011,Madera,asian/pacific islander,1047,80136,0.013065289008685236
735,2012,Madera,asian/pacific islander,958,80136,0.011954677049016671
740,2013,Madera,asian/pacific islander,873,80136,0.010893980233602876
745,2014,Madera,asian/pacific islander,752,80136,0.009384047119896176
750,2015,Madera,asian/pacific islander,848,80136,0.010582010582010581
755,2016,Madera,asian/pacific islander,530,80136,0.006613756613756613
760,2009,Marin,asian/pacific islander,2053,184982,0.011098377139397347
765,2010,Marin,asian/pacific islander,3818,184982,0.020639846039074074
770,2011,Marin,asian/pacific islander,3415,184982,0.018461255689742787
775,2012,Marin,asian/pacific islander,3335,184982,0.01802878117870928
780,2013,Marin,asian/pacific islander,4340,184982,0.0234617422235677
785,2014,Marin,asian/pacific islander,3251,184982,0.0175746829421241
790,2015,Marin,asian/pacific islander,3451,184982,0.018655869219707865
795,2016,Marin,asian/pacific islander,1670,184982,0.009027905417824438
800,2009,Mendocino,asian/pacific islander,409,28685,0.014258323165417466
805,2010,Mendocino,asian/pacific islander,828,28685,0.028865260589158098
810,2011,Mendocino,asian/pacific islander,747,28685,0.026041485096740456
815,2012,Mendocino,asian/pacific islander,892,28685,0.031096391842426355
820,2013,Mendocino,asian/pacific islander,868,28685,0.03025971762245076
825,2014,Mendocino,asian/pacific islander,824,28685,0.02872581488582883
830,2015,Mendocino,asian/pacific islander,1005,28685,0.035035732961478126
835,2016,Mendocino,asian/pacific islander,508,28685,0.017709604322816805
840,2009,Merced,asian/pacific islander,1919,166626,0.011516810101664806
845,2010,Merced,asian/pacific islander,3831,166626,0.02299160995282849
850,2011,Merced,asian/pacific islander,4081,166626,0.024491976042154286
855,2012,Merced,asian/pacific islander,3723,166626,0.022343451802239747
860,2013,Merced,asian/pacific islander,3495,166626,0.02097511792877462
865,2014,Merced,asian/pacific islander,3264,166626,0.019588779662237585
870,2015,Merced,asian/pacific islander,3332,166626,0.0199968792385342
875,2016,Merced,asian/pacific islander,1479,166626,0.008876165784451407
880,2009,Modoc,asian/pacific islander,45,2827,0.01591793420587195
885,2010,Modoc,asian/pacific islander,66,2827,0.023346303501945526
890,2011,Modoc,asian/pacific islander,35,2827,0.012380615493455961
895,2012,Modoc,asian/pacific islander,41,2827,0.014503006720905553
900,2013,Modoc,asian/pacific islander,74,2827,0.026176158471878316
905,2014,Modoc,asian/pacific islander,70,2827,0.024761230986911922
910,2015,Modoc,asian/pacific islander,99,2827,0.03501945525291829
915,2016,Modoc,asian/pacific islander,46,2827,0.01627166607711355
920,2009,Mono,asian/pacific islander,222,8234,0.026961379645372846
925,2010,Mono,asian/pacific islander,680,8234,0.08258440612096186
930,2011,Mono,asian/pacific islander,668,8234,0.08112703424823901
935,2012,Mono,asian/pacific islander,632,8234,0.07675491863007045
940,2013,Mono,asian/pacific islander,550,8234,0.06679621083313092
945,2014,Mono,asian/pacific islander,680,8234,0.08258440612096186
950,2015,Mono,asian/pacific islander,882,8234,0.10711683264512994
955,2016,Mono,asian/pacific islander,526,8234,0.0638814670876852
960,2009,Monterey,asian/pacific islander,1818,314844,0.005774288218927469
965,2010,Monterey,asian/pacific islander,3922,314844,0.012456962813329775
970,2011,Monterey,asian/pacific islander,3879,314844,0.012320387239394747
975,2012,Monterey,asian/pacific islander,3900,314844,0.01238708693829325
980,2013,Monterey,asian/pacific islander,3276,314844,0.01040515302816633
985,2014,Monterey,asian/pacific islander,3171,314844,0.01007165453367382
990,2015,Monterey,asian/pacific islander,3383,314844,0.010745003874934888
995,2016,Monterey,asian/pacific islander,1485,314844,0.0047166215649655065
1000,2009,Napa,asian/pacific islander,422,90817,0.004646707114306793
1005,2010,Napa,asian/pacific islander,928,90817,0.010218351189755222
1010,2011,Napa,asian/pacific islander,948,90817,0.010438574275741326
1015,2012,Napa,asian/pacific islander,909,90817,0.010009139258068423
1020,2013,Napa,asian/pacific islander,995,90817,0.010956098527808671
1025,2014,Napa,asian/pacific islander,1048,90817,0.011539689705671846
1030,2015,Napa,asian/pacific islander,1157,90817,0.012739905524296113
1035,2016,Napa,asian/pacific islander,569,90817,0.0062653467963046565
1040,2009,Nevada,asian/pacific islander,645,15928,0.04049472626820693
1045,2010,Nevada,asian/pacific islander,1382,15928,0.08676544450025113
1050,2011,Nevada,asian/pacific islander,1055,15928,0.0662355600200904
1055,2012,Nevada,asian/pacific islander,729,15928,0.04576845806127574
1060,2013,Nevada,asian/pacific islander,1014,15928,0.06366147664490206
1065,2014,Nevada,asian/pacific islander,1105,15928,0.06937468608739326
1070,2015,Nevada,asian/pacific islander,1132,15928,0.07106981416373681
1075,2016,Nevada,asian/pacific islander,487,15928,0.030575087895529884
1080,2009,Orange,asian/pacific islander,12456,2669596,0.004665874536821302
1085,2010,Orange,asian/pacific islander,26147,2669596,0.009794365889070856
1090,2011,Orange,asian/pacific islander,27361,2669596,0.010249116345694255
1095,2012,Orange,asian/pacific islander,23909,2669596,0.008956036793582249
1100,2013,Orange,asian/pacific islander,22230,2669596,0.008327102677708538
1105,2014,Orange,asian/pacific islander,21743,2669596,0.008144678071138854
1110,2015,Orange,asian/pacific islander,20792,2669596,0.007788444393833374
1115,2016,Orange,asian/pacific islander,9883,2669596,0.003702058288969567
1120,2009,Placer,asian/pacific islander,820,240304,0.003412344363805846
1125,2010,Placer,asian/pacific islander,1315,240304,0.005472235168786204
1130,2011,Placer,asian/pacific islander,976,240304,0.00406152207204208
1135,2012,Placer,asian/pacific islander,1005,240304,0.00418220254344497
1140,2013,Placer,asian/pacific islander,911,240304,0.0037910313602769826
1145,2014,Placer,asian/pacific islander,841,240304,0.0034997336706838007
1150,2015,Placer,asian/pacific islander,791,240304,0.0032916638924029564
1155,2016,Placer,asian/pacific islander,402,240304,0.001672881017377988
1160,2009,Plumas,asian/pacific islander,80,2104,0.03802281368821293
1165,2010,Plumas,asian/pacific islander,104,2104,0.049429657794676805
1170,2011,Plumas,asian/pacific islander,98,2104,0.04657794676806084
1175,2012,Plumas,asian/pacific islander,102,2104,0.04847908745247148
1180,2013,Plumas,asian/pacific islander,70,2104,0.03326996197718631
1185,2014,Plumas,asian/pacific islander,84,2104,0.039923954372623575
1190,2015,Plumas,asian/pacific islander,93,2104,0.04420152091254753
1195,2016,Plumas,asian/pacific islander,65,2104,0.030893536121673004
1200,2009,Riverside,asian/pacific islander,3721,1453648,0.0025597668761625923
1205,2010,Riverside,asian/pacific islander,7676,1453648,0.005280508073481338
1210,2011,Riverside,asian/pacific islander,7884,1453648,0.005423596358953474
1215,2012,Riverside,asian/pacific islander,7228,1453648,0.004972317920156737
1220,2013,Riverside,asian/pacific islander,6708,1453648,0.004614597206476396
1225,2014,Riverside,asian/pacific islander,7153,1453648,0.004920723586452841
1230,2015,Riverside,asian/pacific islander,6483,1453648,0.00445981420536471
1235,2016,Riverside,asian/pacific islander,3277,1453648,0.002254328420635532
1240,2009,Sacramento,asian/pacific islander,7620,563142,0.01353122303078087
1245,2010,Sacramento,asian/pacific islander,15286,563142,0.027144130610041516
1250,2011,Sacramento,asian/pacific islander,13575,563142,0.024105820556804502
1255,2012,Sacramento,asian/pacific islander,11697,563142,0.020770960077564807
1260,2013,Sacramento,asian/pacific islander,11149,563142,0.019797848500023085
1265,2014,Sacramento,asian/pacific islander,9728,563142,0.017274506252419462
1270,2015,Sacramento,asian/pacific islander,9763,563142,0.01733665753930625
1275,2016,Sacramento,asian/pacific islander,4125,563142,0.007324973097371533
1280,2009,San Benito,asian/pacific islander,1548,36790,0.04207665126393042
1285,2010,San Benito,asian/pacific islander,3445,36790,0.09363957597173145
1290,2011,San Benito,asian/pacific islander,3552,36790,0.09654797499320468
1295,2012,San Benito,asian/pacific islander,3935,36790,0.10695841261212286
1300,2013,San Benito,asian/pacific islander,3477,36790,0.0945093775482468
1305,2014,San Benito,asian/pacific islander,3135,36790,0.08521337319923893
1310,2015,San Benito,asian/pacific islander,3272,36790,0.0889372111986953
1315,2016,San Benito,asian/pacific islander,1454,36790,0.03952160913291655
1320,2009,San Bernardino,asian/pacific islander,9003,1647935,0.005463200915084636
1325,2010,San Bernardino,asian/pacific islander,16428,1647935,0.009968839790404355
1330,2011,San Bernardino,asian/pacific islander,16284,1647935,0.009881457703125427
1335,2012,San Bernardino,asian/pacific islander,14111,1647935,0.008562837733284383
1340,2013,San Bernardino,asian/pacific islander,12859,1647935,0.007803099029998149
1345,2014,San Bernardino,asian/pacific islander,12622,1647935,0.007659282678018247
1350,2015,San Bernardino,asian/pacific islander,11803,1647935,0.007162297056619344
1355,2016,San Bernardino,asian/pacific islander,5970,1647935,0.003622715701772218
1360,2009,San Diego,asian/pacific islander,9608,2608709,0.0036830478217386455
1365,2010,San Diego,asian/pacific islander,20054,2608709,0.007687327333175145
1370,2011,San Diego,asian/pacific islander,19656,2608709,0.007534761447137262
1375,2012,San Diego,asian/pacific islander,17605,2608709,0.006748548803258624
1380,2013,San Diego,asian/pacific islander,17071,2608709,0.006543849850634931
1385,2014,San Diego,asian/pacific islander,16494,2608709,0.006322667649017196
1390,2015,San Diego,asian/pacific islander,15818,2608709,0.006063535641575967
1395,2016,San Diego,asian/pacific islander,6879,2608709,0.002636936507674869
1400,2009,San Francisco,asian/pacific islander,5522,805235,0.006857625413699106
1405,2010,San Francisco,asian/pacific islander,12177,805235,0.015122293491961973
1410,2011,San Francisco,asian/pacific islander,12535,805235,0.015566884201506393
1415,2012,San Francisco,asian/pacific islander,10920,805235,0.013561258514595118
1420,2013,San Francisco,asian/pacific islander,10738,805235,0.013335237539351867
1425,2014,San Francisco,asian/pacific islander,9877,805235,0.012265984464162636
1430,2015,San Francisco,asian/pacific islander,9545,805235,0.011853682465367252
1435,2016,San Francisco,asian/pacific islander,3768,805235,0.004679379311629524
1440,2009,San Joaquin,asian/pacific islander,3114,543311,0.005731523933805868
1445,2010,San Joaquin,asian/pacific islander,5565,543311,0.010242752309450756
1450,2011,San Joaquin,asian/pacific islander,5106,543311,0.009397932307647001
1455,2012,San Joaquin,asian/pacific islander,4328,543311,0.0079659716074219
1460,2013,San Joaquin,asian/pacific islander,4620,543311,0.008503417011619496
1465,2014,San Joaquin,asian/pacific islander,4131,543311,0.007603380016233796
1470,2015,San Joaquin,asian/pacific islander,4199,543311,0.007728538535019537
1475,2016,San Joaquin,asian/pacific islander,2017,543311,0.0037124225351594206
1480,2009,San Luis Obispo,asian/pacific islander,823,151519,0.005431662035784291
1485,2010,San Luis Obispo,asian/pacific islander,1510,151519,0.0099657468700295
1490,2011,San Luis Obispo,asian/pacific islander,1444,151519,0.009530157933988476
1495,2012,San Luis Obispo,asian/pacific islander,1599,151519,0.010553131950448458
1500,2013,San Luis Obispo,asian/pacific islander,1450,151519,0.009569756928174024
1505,2014,San Luis Obispo,asian/pacific islander,1538,151519,0.010150542176228725
1510,2015,San Luis Obispo,asian/pacific islander,2067,151519,0.013641853496921178
1515,2016,San Luis Obispo,asian/pacific islander,975,151519,0.006434836555151499
1520,2009,San Mateo,asian/pacific islander,5274,657229,0.00802460025348851
1525,2010,San Mateo,asian/pacific islander,10481,657229,0.015947257348656253
1530,2011,San Mateo,asian/pacific islander,11458,657229,0.01743380161252775
1535,2012,San Mateo,asian/pacific islander,10508,657229,0.015988338919919846
1540,2013,San Mateo,asian/pacific islander,10710,657229,0.01629568993455858
1545,2014,San Mateo,asian/pacific islander,10778,657229,0.016399154632555774
1550,2015,San Mateo,asian/pacific islander,9267,657229,0.014100108181470995
1555,2016,San Mateo,asian/pacific islander,4229,657229,0.006434591291619816
1560,2009,Santa Barbara,asian/pacific islander,3954,255762,0.01545968517606212
1565,2010,Santa Barbara,asian/pacific islander,7610,255762,0.029754224630711364
1570,2011,Santa Barbara,asian/pacific islander,8157,255762,0.03189293170994909
1575,2012,Santa Barbara,asian/pacific islander,8077,255762,0.03158014091225436
1580,2013,Santa Barbara,asian/pacific islander,7548,255762,0.029511811762497946
1585,2014,Santa Barbara,asian/pacific islander,7996,255762,0.03126344022958845
1590,2015,Santa Barbara,asian/pacific islander,8065,255762,0.03153322229260015
1595,2016,Santa Barbara,asian/pacific islander,3948,255762,0.015436225866235016
1600,2009,Santa Clara,asian/pacific islander,8243,1691682,0.0048726651935765706
1605,2010,Santa Clara,asian/pacific islander,16924,1691682,0.0100042442965049
1610,2011,Santa Clara,asian/pacific islander,19717,1691682,0.011655263814357544
1615,2012,Santa Clara,asian/pacific islander,19579,1691682,0.011573688199082333
1620,2013,Santa Clara,asian/pacific islander,16541,1691682,0.009777842407733842
1625,2014,Santa Clara,asian/pacific islander,14861,1691682,0.008784747960905183
1630,2015,Santa Clara,asian/pacific islander,14688,1691682,0.008682482877987707
1635,2016,Santa Clara,asian/pacific islander,7471,1691682,0.004416314650152925
1640,2009,Santa Cruz,asian/pacific islander,733,132643,0.005526111441990908
1645,2010,Santa Cruz,asian/pacific islander,1440,132643,0.010856208017008059
1650,2011,Santa Cruz,asian/pacific islander,1483,132643,0.011180386450849272
1655,2012,Santa Cruz,asian/pacific islander,1470,132643,0.011082379017362394
1660,2013,Santa Cruz,asian/pacific islander,1454,132643,0.010961754483840081
1665,2014,Santa Cruz,asian/pacific islander,1298,132643,0.009785665281997542
1670,2015,Santa Cruz,asian/pacific islander,1578,132643,0.011896594618637998
1675,2016,Santa Cruz,asian/pacific islander,682,132643,0.0051416207413885395
1680,2009,Shasta,asian/pacific islander,465,99793,0.004659645466114858
1685,2010,Shasta,asian/pacific islander,987,99793,0.009890473279688956
1690,2011,Shasta,asian/pacific islander,817,99793,0.008186946980249115
1695,2012,Shasta,asian/pacific islander,1069,99793,0.010712174200595233
1700,2013,Shasta,asian/pacific islander,933,99793,0.00934935316104336
1705,2014,Shasta,asian/pacific islander,1029,99793,0.010311344483079975
1710,2015,Shasta,asian/pacific islander,1122,99793,0.011243273576302948
1715,2016,Shasta,asian/pacific islander,590,99793,0.005912238333350034
1720,2009,Sierra,asian/pacific islander,832,769,1.081924577373212
1725,2010,Sierra,asian/pacific islander,1510,769,1.9635890767230169
1730,2011,Sierra,asian/pacific islander,1498,769,1.9479843953185956
1735,2012,Sierra,asian/pacific islander,1338,769,1.7399219765929779
1740,2013,Sierra,asian/pacific islander,1281,769,1.6657997399219766
1745,2014,Sierra,asian/pacific islander,1546,769,2.0104031209362807
1750,2015,Sierra,asian/pacific islander,1680,769,2.184655396618986
1755,2016,Sierra,asian/pacific islander,576,769,0.7490247074122237
1760,2009,Siskiyou,asian/pacific islander,1414,20744,0.06816428846895488
1765,2010,Siskiyou,asian/pacific islander,3105,20744,0.14968183571153104
1770,2011,Siskiyou,asian/pacific islander,3209,20744,0.1546953335904358
1775,2012,Siskiyou,asian/pacific islander,2988,20744,0.14404165059776322
1780,2013,Siskiyou,asian/pacific islander,3373,20744,0.1626012340917856
1785,2014,Siskiyou,asian/pacific islander,3708,20744,0.17875048206710373
1790,2015,Siskiyou,asian/pacific islander,3229,20744,0.15565946779791748
1795,2016,Siskiyou,asian/pacific islander,1823,20744,0.08788083301195526
1800,2009,Solano,asian/pacific islander,3567,394510,0.009041595903779372
1805,2010,Solano,asian/pacific islander,7872,394510,0.019953866822133785
1810,2011,Solano,asian/pacific islander,7670,394510,0.019441839243618666
1815,2012,Solano,asian/pacific islander,6891,394510,0.01746723783934501
1820,2013,Solano,asian/pacific islander,6639,394510,0.016828470761197433
1825,2014,Solano,asian/pacific islander,5313,394510,0.013467339230944717
1830,2015,Solano,asian/pacific islander,5489,394510,0.01391346226965096
1835,2016,Solano,asian/pacific islander,2719,394510,0.006892093990012928
1840,2009,Sonoma,asian/pacific islander,847,311891,0.002715692341234598
1845,2010,Sonoma,asian/pacific islander,1889,311891,0.006056603108137138
1850,2011,Sonoma,asian/pacific islander,1997,311891,0.006402877928507075
1855,2012,Sonoma,asian/pacific islander,1731,311891,0.005550015870929267
1860,2013,Sonoma,asian/pacific islander,1665,311891,0.0053384034807031945
1865,2014,Sonoma,asian/pacific islander,1757,311891,0.0056333783276849925
1870,2015,Sonoma,asian/pacific islander,1886,311891,0.006046984363126862
1875,2016,Sonoma,asian/pacific islander,827,311891,0.0026515673744994246
1880,2009,Stanislaus,asian/pacific islander,958,404217,0.0023700141260758452
1885,2010,Stanislaus,asian/pacific islander,1922,404217,0.004754871764423564
1890,2011,Stanislaus,asian/pacific islander,1600,404217,0.003958269939166339
1895,2012,Stanislaus,asian/pacific islander,1481,404217,0.0036638736124408426
1900,2013,Stanislaus,asian/pacific islander,1333,404217,0.0032977336430679563
1905,2014,Stanislaus,asian/pacific islander,1205,404217,0.002981072047934649
1910,2015,Stanislaus,asian/pacific islander,1148,404217,0.002840058681351848
1915,2016,Stanislaus,asian/pacific islander,508,404217,0.0012567507056853125
1920,2009,Sutter,asian/pacific islander,603,73317,0.008224559106346414
1925,2010,Sutter,asian/pacific islander,1182,73317,0.01612177257661934
1930,2011,Sutter,asian/pacific islander,1547,73317,0.021100154125236983
1935,2012,Sutter,asian/pacific islander,1624,73317,0.022150388040972763
1940,2013,Sutter,asian/pacific islander,1502,73317,0.020486381057599194
1945,2014,Sutter,asian/pacific islander,1701,73317,0.02320062195670854
1950,2015,Sutter,asian/pacific islander,1341,73317,0.018290437415606202
1955,2016,Sutter,asian/pacific islander,493,73317,0.006724224941009589
1960,2009,Tehama,asian/pacific islander,515,22157,0.023243218847316876
1965,2010,Tehama,asian/pacific islander,1299,22157,0.05862707045177596
1970,2011,Tehama,asian/pacific islander,1259,22157,0.05682177190052805
1975,2012,Tehama,asian/pacific islander,1254,22157,0.05659610958162206
1980,2013,Tehama,asian/pacific islander,1596,22157,0.07203141219479171
1985,2014,Tehama,asian/pacific islander,1692,22157,0.07636412871778671
1990,2015,Tehama,asian/pacific islander,1669,22157,0.07532608205081916
1995,2016,Tehama,asian/pacific islander,782,22157,0.03529358667689669
2000,2009,Tulare,asian/pacific islander,689,299307,0.0023019842502848245
2005,2010,Tulare,asian/pacific islander,1459,299307,0.004874593644652481
