,year,county_name,subject_race,count,population,relative_arrest
191,2015,Colusa,black,687,11094,0.06192536506219578
196,2016,Colusa,black,369,11094,0.03326122228231476
201,2009,Contra Costa,black,4992,853808,0.0058467477465659725
206,2010,Contra Costa,black,12084,853808,0.014153064857672919
211,2011,Contra Costa,black,12992,853808,0.01521653580196016
216,2012,Contra Costa,black,11274,853808,0.013204373817064258
221,2013,Contra Costa,black,11489,853808,0.013456186871052976
226,2014,Contra Costa,black,9603,853808,0.011247259336993796
231,2015,Contra Costa,black,8957,853808,0.010490648951520716
236,2016,Contra Costa,black,3892,853808,0.004558401888949272
241,2009,Del Norte,black,35,7643,0.004579353656940992
246,2010,Del Norte,black,81,7643,0.010597932748920581
251,2011,Del Norte,black,82,7643,0.01072877142483318
256,2012,Del Norte,black,91,7643,0.011906319508046579
261,2013,Del Norte,black,79,7643,0.010336255397095382
266,2014,Del Norte,black,105,7643,0.013738060970822976
271,2015,Del Norte,black,151,7643,0.019756640062802564
276,2016,Del Norte,black,76,7643,0.009943739369357583
281,2009,El Dorado,black,215,31792,0.006762707599396074
286,2010,El Dorado,black,433,31792,0.013619778560644186
291,2011,El Dorado,black,506,31792,0.015915953699043785
296,2012,El Dorado,black,450,31792,0.014154504277805737
301,2013,El Dorado,black,547,31792,0.01720558631102164
306,2014,El Dorado,black,561,31792,0.01764594866633115
311,2015,El Dorado,black,481,31792,0.0151295923502768
316,2016,El Dorado,black,228,31792,0.007171615500754907
321,2009,Fresno,black,2609,758745,0.0034385729065759905
326,2010,Fresno,black,5573,758745,0.0073450236904361805
331,2011,Fresno,black,5302,758745,0.006987854944678383
336,2012,Fresno,black,5436,758745,0.007164462368780025
341,2013,Fresno,black,4511,758745,0.005945343956138096
346,2014,Fresno,black,3694,758745,0.004868565855458685
351,2015,Fresno,black,4217,758745,0.005557861995795689
356,2016,Fresno,black,2443,758745,0.003219790575226196
361,2009,Glenn,black,276,13457,0.020509771865943376
366,2010,Glenn,black,639,13457,0.047484580515716725
371,2011,Glenn,black,501,13457,0.03722969458274504
376,2012,Glenn,black,487,13457,0.036189343835921824
381,2013,Glenn,black,545,13457,0.040499368358475146
386,2014,Glenn,black,469,13457,0.03485175001857769
391,2015,Glenn,black,512,13457,0.03804711302667756
396,2016,Glenn,black,251,13457,0.018652002675187636
401,2009,Humboldt,black,238,62707,0.003795429537372223
406,2010,Humboldt,black,459,62707,0.007319756964932145
411,2011,Humboldt,black,472,62707,0.007527070343023905
416,2012,Humboldt,black,396,62707,0.006315084440333615
421,2013,Humboldt,black,402,62707,0.006410767537914428
426,2014,Humboldt,black,444,62707,0.007080549220980114
431,2015,Humboldt,black,557,62707,0.008882580892085414
436,2016,Humboldt,black,338,62707,0.005390147830385762
441,2009,Imperial,black,1308,136750,0.009564899451553931
446,2010,Imperial,black,2600,136750,0.019012797074954298
451,2011,Imperial,black,2617,136750,0.01913711151736746
456,2012,Imperial,black,2328,136750,0.01702376599634369
461,2013,Imperial,black,2532,136750,0.018515539305301646
466,2014,Imperial,black,2911,136750,0.021287020109689213
471,2015,Imperial,black,3461,136750,0.025308957952468007
476,2016,Imperial,black,1352,136750,0.009886654478976234
481,2009,Inyo,black,194,3879,0.050012889920082494
486,2010,Inyo,black,378,3879,0.09744779582366589
491,2011,Inyo,black,363,3879,0.09358081979891725
496,2012,Inyo,black,345,3879,0.08894044856921887
501,2013,Inyo,black,377,3879,0.09718999742201598
506,2014,Inyo,black,390,3879,0.10054137664346481
511,2015,Inyo,black,397,3879,0.10234596545501418
516,2016,Inyo,black,293,3879,0.07553493168342357
521,2009,Kern,black,6798,541699,0.012549404743224558
526,2010,Kern,black,14974,541699,0.027642657638282515
531,2011,Kern,black,15478,541699,0.0285730636386628
536,2012,Kern,black,14257,541699,0.026319044340122468
541,2013,Kern,black,13404,541699,0.024744369105351865
546,2014,Kern,black,12729,541699,0.023498289640556842
551,2015,Kern,black,12937,541699,0.023882266720078864
556,2016,Kern,black,6889,541699,0.012717394715515444
561,2009,Kings,black,611,118816,0.005142405063291139
566,2010,Kings,black,1519,118816,0.012784473471586318
571,2011,Kings,black,1483,118816,0.012481483975222193
576,2012,Kings,black,1273,118816,0.010714045246431457
581,2013,Kings,black,1363,118816,0.011471518987341773
586,2014,Kings,black,1174,118816,0.00988082413143011
591,2015,Kings,black,1134,118816,0.00954416913546997
596,2016,Kings,black,506,118816,0.004258685698895772
601,2009,Lake,black,220,4753,0.046286555859457186
606,2010,Lake,black,463,4753,0.0974121607405849
611,2011,Lake,black,373,4753,0.07847675152535241
616,2012,Lake,black,290,4753,0.06101409636019356
621,2013,Lake,black,301,4753,0.06332842415316642
626,2014,Lake,black,344,4753,0.07237534188933305
631,2015,Lake,black,334,4753,0.070271407532085
636,2016,Lake,black,176,4753,0.03702924468756575
641,2009,Lassen,black,214,17947,0.011923998439850671
646,2010,Lassen,black,444,17947,0.024739510781746254
651,2011,Lassen,black,435,17947,0.02423803421184599
656,2012,Lassen,black,339,17947,0.01888895079957653
661,2013,Lassen,black,388,17947,0.021619212124589067
666,2014,Lassen,black,364,17947,0.020281941271521702
671,2015,Lassen,black,402,17947,0.022399286788878363
676,2016,Lassen,black,270,17947,0.015044297097007856
681,2009,Los Angeles,black,59504,8725476,0.006819570645773365
686,2010,Los Angeles,black,116998,8725476,0.013408781366197099
691,2011,Los Angeles,black,113903,8725476,0.01305407292392988
696,2012,Los Angeles,black,104419,8725476,0.011967140818449332
701,2013,Los Angeles,black,101935,8725476,0.01168245720921128
706,2014,Los Angeles,black,98216,8725476,0.011256234043850444
711,2015,Los Angeles,black,91963,8725476,0.010539596922849824
716,2016,Los Angeles,black,43380,8725476,0.00497164853814279
721,2009,Madera,black,695,80136,0.008672756314265749
726,2010,Madera,black,1273,80136,0.015885494659079565
731,2011,Madera,black,999,80136,0.012466307277628033
736,2012,Madera,black,997,80136,0.012441349705500648
741,2013,Madera,black,831,80136,0.010369871218927823
746,2014,Madera,black,718,80136,0.008959768393730657
751,2015,Madera,black,873,80136,0.010893980233602876
756,2016,Madera,black,538,80136,0.006713586902266148
761,2009,Marin,black,1692,184982,0.009146835908358651
766,2010,Marin,black,3150,184982,0.017028683871944297
771,2011,Marin,black,2903,184982,0.01569341881912835
776,2012,Marin,black,2685,184982,0.014514925776562044
781,2013,Marin,black,2915,184982,0.015758289995783374
786,2014,Marin,black,2317,184982,0.012525543025807917
791,2015,Marin,black,2475,184982,0.01337968018509909
796,2016,Marin,black,1423,184982,0.0076926403650084876
801,2009,Mendocino,black,433,28685,0.015094997385393062
806,2010,Mendocino,black,802,28685,0.027958863517517866
811,2011,Mendocino,black,807,28685,0.02813317064667945
816,2012,Mendocino,black,863,28685,0.030085410493289177
821,2013,Mendocino,black,861,28685,0.03001568764162454
826,2014,Mendocino,black,916,28685,0.031933066062401955
831,2015,Mendocino,black,1104,28685,0.03848701411887746
836,2016,Mendocino,black,536,28685,0.018685724246121665
841,2009,Merced,black,2144,166626,0.012867139582058023
846,2010,Merced,black,4622,166626,0.02773876825945531
851,2011,Merced,black,3997,166626,0.02398785303614082
856,2012,Merced,black,3431,166626,0.020591024209907216
861,2013,Merced,black,3526,166626,0.02116116332385102
866,2014,Merced,black,2945,166626,0.01767431253225787
871,2015,Merced,black,3259,166626,0.01955877234045107
876,2016,Merced,black,1501,166626,0.009008198000312077
881,2009,Modoc,black,48,2827,0.016979129819596747
886,2010,Modoc,black,81,2827,0.02865228157056951
891,2011,Modoc,black,74,2827,0.026176158471878316
896,2012,Modoc,black,68,2827,0.024053767244428724
901,2013,Modoc,black,81,2827,0.02865228157056951
906,2014,Modoc,black,99,2827,0.03501945525291829
911,2015,Modoc,black,65,2827,0.022992571630703926
916,2016,Modoc,black,32,2827,0.011319419879731164
921,2009,Mono,black,121,8234,0.014695166383288803
926,2010,Mono,black,279,8234,0.03388389604080641
931,2011,Mono,black,287,8234,0.03485547728928832
936,2012,Mono,black,243,8234,0.029511780422637843
941,2013,Mono,black,268,8234,0.0325479718241438
946,2014,Mono,black,274,8234,0.03327665776050522
951,2015,Mono,black,334,8234,0.04056351712411951
956,2016,Mono,black,190,8234,0.02307505465144523
961,2009,Monterey,black,1401,314844,0.004449822769371498
966,2010,Monterey,black,2836,314844,0.00900763552743581
971,2011,Monterey,black,2645,314844,0.008400985885073242
976,2012,Monterey,black,2710,314844,0.008607437334044796
981,2013,Monterey,black,2235,314844,0.00709875366848344
986,2014,Monterey,black,2182,314844,0.006930416333168172
991,2015,Monterey,black,2152,314844,0.006835131049027455
996,2016,Monterey,black,1099,314844,0.0034906175756882775
1001,2009,Napa,black,375,90817,0.004129182862239449
1006,2010,Napa,black,843,90817,0.00928240307431428
1011,2011,Napa,black,679,90817,0.007476573769228228
1016,2012,Napa,black,666,90817,0.007333428763337261
1021,2013,Napa,black,849,90817,0.009348470000110111
1026,2014,Napa,black,873,90817,0.009612737703293437
1031,2015,Napa,black,972,90817,0.01070284197892465
1036,2016,Napa,black,568,90817,0.006254335642005351
1041,2009,Nevada,black,479,15928,0.030072827724761428
1046,2010,Nevada,black,1030,15928,0.06466599698643898
1051,2011,Nevada,black,781,15928,0.04903314917127072
1056,2012,Nevada,black,679,15928,0.042629331993972876
1061,2013,Nevada,black,901,15928,0.05656705173279759
1066,2014,Nevada,black,1039,15928,0.0652310396785535
1071,2015,Nevada,black,1158,15928,0.07270215971873431
1076,2016,Nevada,black,539,15928,0.03383977900552486
1081,2009,Orange,black,5485,2669596,0.002054618002124666
1086,2010,Orange,black,11494,2669596,0.004305520385856137
1091,2011,Orange,black,12382,2669596,0.004638154986747058
1096,2012,Orange,black,10881,2669596,0.004075897626457337
1101,2013,Orange,black,10236,2669596,0.0038342880345939986
1106,2014,Orange,black,10071,2669596,0.003772480929698726
1111,2015,Orange,black,10141,2669596,0.003798702125714902
1116,2016,Orange,black,5079,2669596,0.0019025350652308439
1121,2009,Placer,black,629,240304,0.002617517810773021
1126,2010,Placer,black,940,240304,0.0039117118316798725
1131,2011,Placer,black,750,240304,0.003121046674212664
1136,2012,Placer,black,899,240304,0.00374109461348958
1141,2013,Placer,black,860,240304,0.0035788001864305212
1146,2014,Placer,black,897,240304,0.003732771822358346
1151,2015,Placer,black,950,240304,0.003953325787336041
1156,2016,Placer,black,460,240304,0.0019142419601837673
1161,2009,Plumas,black,172,2104,0.0817490494296578
1166,2010,Plumas,black,264,2104,0.12547528517110265
1171,2011,Plumas,black,269,2104,0.12785171102661597
1176,2012,Plumas,black,217,2104,0.10313688212927756
1181,2013,Plumas,black,169,2104,0.08032319391634982
1186,2014,Plumas,black,193,2104,0.09173003802281368
1191,2015,Plumas,black,235,2104,0.11169201520912547
1196,2016,Plumas,black,145,2104,0.06891634980988594
1201,2009,Riverside,black,8017,1453648,0.005515090310721715
1206,2010,Riverside,black,16324,1453648,0.011229678711765159
1211,2011,Riverside,black,16913,1453648,0.011634866212453084
1216,2012,Riverside,black,16402,1453648,0.01128333681881721
1221,2013,Riverside,black,15255,1453648,0.010494287475372305
1226,2014,Riverside,black,15770,1453648,0.01084856856680572
1231,2015,Riverside,black,15318,1453648,0.010537626715683576
1236,2016,Riverside,black,7731,1453648,0.005318343918197528
1241,2009,Sacramento,black,14485,563142,0.02572175401586101
1246,2010,Sacramento,black,30698,563142,0.054512005852875474
1251,2011,Sacramento,black,28318,563142,0.050285718344573835
1256,2012,Sacramento,black,23401,563142,0.04155435041250697
1261,2013,Sacramento,black,22426,563142,0.03982299313494642
1266,2014,Sacramento,black,20156,563142,0.035792038242574695
1271,2015,Sacramento,black,21717,563142,0.03856398563772548
1276,2016,Sacramento,black,9749,563142,0.017311797024551535
1281,2009,San Benito,black,1248,36790,0.03392226148409894
1286,2010,San Benito,black,2665,36790,0.07243816254416961
1291,2011,San Benito,black,2780,36790,0.07556401195977168
1296,2012,San Benito,black,2771,36790,0.07531938026637673
1301,2013,San Benito,black,2718,36790,0.07387877140527317
1306,2014,San Benito,black,2174,36790,0.05909214460451209
1311,2015,San Benito,black,2364,36790,0.06425659146507202
1316,2016,San Benito,black,1143,36790,0.031068225061157924
1321,2009,San Bernardino,black,16588,1647935,0.010065930998492052
1326,2010,San Bernardino,black,32206,1647935,0.019543246547952437
1331,2011,San Bernardino,black,32334,1647935,0.019620919514422595
1336,2012,San Bernardino,black,29056,1647935,0.01763176338872589
1341,2013,San Bernardino,black,27003,1647935,0.01638596182495062
1346,2014,San Bernardino,black,26006,1647935,0.015780962234554153
1351,2015,San Bernardino,black,26970,1647935,0.016365936763282532
1356,2016,San Bernardino,black,14319,1647935,0.00868905630379839
1361,2009,San Diego,black,12184,2608709,0.004670509435893386
1366,2010,San Diego,black,26150,2608709,0.010024115376609657
1371,2011,San Diego,black,26449,2608709,0.010138731456824045
1376,2012,San Diego,black,23761,2608709,0.009108336729010404
1381,2013,San Diego,black,24086,2608709,0.00923291942489561
1386,2014,San Diego,black,24332,2608709,0.009327218942396411
1391,2015,San Diego,black,24041,2608709,0.009215669513157658
1396,2016,San Diego,black,10858,2608709,0.0041622120366817455
1401,2009,San Francisco,black,3505,805235,0.004352766583668122
1406,2010,San Francisco,black,7968,805235,0.009895247971089186
1411,2011,San Francisco,black,8569,805235,0.010641613938788055
1416,2012,San Francisco,black,7909,805235,0.00982197743515868
1421,2013,San Francisco,black,7629,805235,0.00947425285786137
1426,2014,San Francisco,black,7331,805235,0.009104174557737803
1431,2015,San Francisco,black,8328,805235,0.0103423224276143
1436,2016,San Francisco,black,3445,805235,0.00427825417424727
1441,2009,San Joaquin,black,4997,543311,0.009197310564299269
1446,2010,San Joaquin,black,9232,543311,0.01699210949161714
1451,2011,San Joaquin,black,8747,543311,0.016099434762042366
1456,2012,San Joaquin,black,8038,543311,0.014794473147055738
1461,2013,San Joaquin,black,8092,543311,0.014893863735503238
1466,2014,San Joaquin,black,7208,543311,0.0132668029912886
1471,2015,San Joaquin,black,7996,543311,0.014717169356041015
1476,2016,San Joaquin,black,4055,543311,0.007463496965826203
1481,2009,San Luis Obispo,black,564,151519,0.0037223054534414827
1486,2010,San Luis Obispo,black,1072,151519,0.00707502029448452
1491,2011,San Luis Obispo,black,1016,151519,0.006705429682086075
1496,2012,San Luis Obispo,black,1114,151519,0.0073522132537833535
1501,2013,San Luis Obispo,black,949,151519,0.006263240913680792
1506,2014,San Luis Obispo,black,920,151519,0.006071845775117312
1511,2015,San Luis Obispo,black,1244,151519,0.008210191461136888
1516,2016,San Luis Obispo,black,631,151519,0.004164494221846765
1521,2009,San Mateo,black,2081,657229,0.003166324066649524
1526,2010,San Mateo,black,3903,657229,0.005938569357103841
1531,2011,San Mateo,black,4171,657229,0.006346341990386912
1536,2012,San Mateo,black,3714,657229,0.005650998358258689
1541,2013,San Mateo,black,3670,657229,0.005584050612495796
1546,2014,San Mateo,black,3369,657229,0.005126067169890555
1551,2015,San Mateo,black,3111,657229,0.004733509933371778
1556,2016,San Mateo,black,1438,657229,0.0021879740547054373
1561,2009,Santa Barbara,black,3335,255762,0.013039466378899132
1566,2010,Santa Barbara,black,6469,255762,0.025293045878590253
1571,2011,Santa Barbara,black,6633,255762,0.02593426701386445
1576,2012,Santa Barbara,black,6367,255762,0.02489423761152947
1581,2013,Santa Barbara,black,5958,255762,0.02329509465831515
1586,2014,Santa Barbara,black,6224,255762,0.024335124060650137
1591,2015,Santa Barbara,black,6324,255762,0.02472611255776855
1596,2016,Santa Barbara,black,3161,255762,0.012359146393913091
1601,2009,Santa Clara,black,2605,1691682,0.0015398875202313437
1606,2010,Santa Clara,black,4762,1691682,0.0028149498546417118
1611,2011,Santa Clara,black,5365,1691682,0.00317139982573557
1616,2012,Santa Clara,black,5169,1691682,0.003055538806938893
1621,2013,Santa Clara,black,4445,1691682,0.0026275623905674945
1626,2014,Santa Clara,black,4479,1691682,0.0026476607305628364
1631,2015,Santa Clara,black,4169,1691682,0.0024644111600170718
1636,2016,Santa Clara,black,2154,1691682,0.0012732889514696023
1641,2009,Santa Cruz,black,356,132643,0.002683895870871437
1646,2010,Santa Cruz,black,857,132643,0.0064609515767888245
1651,2011,Santa Cruz,black,906,132643,0.006830364210700904
1656,2012,Santa Cruz,black,862,132643,0.006498646743514546
1661,2013,Santa Cruz,black,905,132643,0.00682282517735576
1666,2014,Santa Cruz,black,825,132643,0.0062197025097442005
1671,2015,Santa Cruz,black,939,132643,0.007079152311090672
1676,2016,Santa Cruz,black,430,132643,0.0032417843384121288
1681,2009,Shasta,black,441,99793,0.0044191476356057035
1686,2010,Shasta,black,926,99793,0.00927920796047819
1691,2011,Shasta,black,814,99793,0.00815688475143547
1696,2012,Shasta,black,968,99793,0.009700079163869208
1701,2013,Shasta,black,894,99793,0.008958544186465984
1706,2014,Shasta,black,903,99793,0.009048730872906917
1711,2015,Shasta,black,1025,99793,0.01027126151132845
1716,2016,Shasta,black,489,99793,0.004900143296624012
1721,2009,Sierra,black,665,769,0.8647594278283485
1726,2010,Sierra,black,1157,769,1.504551365409623
1731,2011,Sierra,black,1064,769,1.3836150845253576
1736,2012,Sierra,black,997,769,1.2964889466840053
1741,2013,Sierra,black,1182,769,1.5370611183355007
1746,2014,Sierra,black,1363,769,1.7724317295188556
1751,2015,Sierra,black,1441,769,1.8738621586475943
1756,2016,Sierra,black,595,769,0.7737321196358907
1761,2009,Siskiyou,black,744,20744,0.03586579251831855
1766,2010,Siskiyou,black,1675,20744,0.08074623987659083
1771,2011,Siskiyou,black,1483,20744,0.07149055148476668
1776,2012,Siskiyou,black,1288,20744,0.06209024296182029
1781,2013,Siskiyou,black,1516,20744,0.07308137292711145
1786,2014,Siskiyou,black,1416,20744,0.06826070188970304
1791,2015,Siskiyou,black,1590,20744,0.07664866949479368
1796,2016,Siskiyou,black,736,20744,0.03548013883532588
1801,2009,Solano,black,6343,394510,0.0160781729233733
1806,2010,Solano,black,12797,394510,0.03243770753593065
1811,2011,Solano,black,12927,394510,0.032767230234975034
1816,2012,Solano,black,11713,394510,0.029689995183899014
1821,2013,Solano,black,12333,394510,0.03126156497934146
1826,2014,Solano,black,10549,394510,0.026739499632455452
1831,2015,Solano,black,11078,394510,0.02808040353856683
1836,2016,Solano,black,6081,394510,0.015414057945299231
1841,2009,Sonoma,black,1016,311891,0.003257548310146814
1846,2010,Sonoma,black,2306,311891,0.007393608664565505
1851,2011,Sonoma,black,2129,311891,0.00682610270895922
1856,2012,Sonoma,black,1865,311891,0.005979653148054929
1861,2013,Sonoma,black,1816,311891,0.005822546979553755
1866,2014,Sonoma,black,1803,311891,0.005780865751175892
1871,2015,Sonoma,black,1941,311891,0.0062233280216485885
1876,2016,Sonoma,black,932,311891,0.0029882234498590852
1881,2009,Stanislaus,black,1270,404217,0.0031418767642132817
1886,2010,Stanislaus,black,2488,404217,0.006155109755403657
1891,2011,Stanislaus,black,2439,404217,0.006033887738516688
1896,2012,Stanislaus,black,2118,404217,0.0052397598319714415
1901,2013,Stanislaus,black,2150,404217,0.005318925230754768
1906,2014,Stanislaus,black,2020,404217,0.0049973157981975025
1911,2015,Stanislaus,black,1864,404217,0.004611384479128785
1916,2016,Stanislaus,black,1028,404217,0.002543188435914373
1921,2009,Sutter,black,505,73317,0.006887897759046333
1926,2010,Sutter,black,1163,73317,0.01586262394806116
1931,2011,Sutter,black,1114,73317,0.015194293274411118
1936,2012,Sutter,black,1141,73317,0.015562557114993793
1941,2013,Sutter,black,1177,73317,0.01605357556910403
1946,2014,Sutter,black,1439,73317,0.019627098762906282
1951,2015,Sutter,black,1426,73317,0.019449786543366477
1956,2016,Sutter,black,554,73317,0.007556228432696373
1961,2009,Tehama,black,706,22157,0.03186351942952566
1966,2010,Tehama,black,1212,22157,0.054700546102811755
1971,2011,Tehama,black,1334,22157,0.060206706684117886
1976,2012,Tehama,black,1192,22157,0.053797896827187795
1981,2013,Tehama,black,1144,22157,0.0516315385656903
1986,2014,Tehama,black,1291,22157,0.05826601074152638
1991,2015,Tehama,black,1236,22157,0.0557837252335605
1996,2016,Tehama,black,582,22157,0.02626709392065713
2001,2009,Tulare,black,821,299307,0.0027430030036049943
2006,2010,Tulare,black,1687,299307,0.005636353309478228
2011,2011,Tulare,black,1593,299307,0.005322294500295683
2016,2012,Tulare,black,1491,299307,0.004981507281821006
2021,2013,Tulare,black,1531,299307,0.005115149328281664
2026,2014,Tulare,black,1323,299307,0.004420210686686245
2031,2015,Tulare,black,1357,299307,0.0045338064261778045
2036,2016,Tulare,black,685,299307,0.0022886200456387587
2041,2009,Tuolumne,black,78,4903,0.01590862737099735
2046,2010,Tuolumne,black,208,4903,0.04242300632265959
2051,2011,Tuolumne,black,184,4903,0.03752804405466041
2056,2012,Tuolumne,black,170,4903,0.03467264939832755
2061,2013,Tuolumne,black,181,4903,0.036916173771160514
2066,2014,Tuolumne,black,187,4903,0.03813991433816031
2071,2015,Tuolumne,black,210,4903,0.04283091984499286
2076,2016,Tuolumne,black,125,4903,0.025494595145829083
2081,2009,Yolo,black,855,176458,0.004845345634655272
2086,2010,Yolo,black,1440,176458,0.008160582121524668
2091,2011,Yolo,black,1566,176458,0.008874633057158077
2096,2012,Yolo,black,1548,176458,0.00877262578063902
2101,2013,Yolo,black,1915,176458,0.010852440807444264
2106,2014,Yolo,black,1888,176458,0.010699429892665677
2111,2015,Yolo,black,1924,176458,0.010903444445703793
2116,2016,Yolo,black,982,176458,0.005565063641206406
