,year,county_name,subject_sex,nb_arrest,relative
102,2012,Contra Costa,female,22360,0.03858192447191422
103,2012,Contra Costa,male,38898,0.07025091159308001
104,2013,Contra Costa,female,21355,0.03684780845696459
105,2013,Contra Costa,male,38300,0.06917090631947567
106,2014,Contra Costa,female,17786,0.03068953974317828
107,2014,Contra Costa,male,32138,0.05804215632624828
108,2015,Contra Costa,female,15682,0.027059111787502633
109,2015,Contra Costa,male,29116,0.05258433703388652
110,2016,Contra Costa,female,6652,0.011477949981537273
111,2016,Contra Costa,male,12327,0.022262918073111662
112,2009,Del Norte,female,1861,0.14483617402132462
113,2009,Del Norte,male,3591,0.24638078902229846
114,2010,Del Norte,female,3462,0.2694373102965211
115,2010,Del Norte,male,6500,0.44596912521440824
116,2011,Del Norte,female,3908,0.30414818273795624
117,2011,Del Norte,male,7019,0.4815780445969125
118,2012,Del Norte,female,3316,0.25807455833138765
119,2012,Del Norte,male,6112,0.41934819897084047
120,2013,Del Norte,female,3169,0.24663397929799985
121,2013,Del Norte,male,6094,0.4181132075471698
122,2014,Del Norte,female,3403,0.26484551326951516
123,2014,Del Norte,male,6190,0.42469982847341337
124,2015,Del Norte,female,3967,0.30873997976496226
125,2015,Del Norte,male,7026,0.4820583190394511
126,2016,Del Norte,female,1759,0.13689781305938206
127,2016,Del Norte,male,3450,0.2367066895368782
128,2009,El Dorado,female,4201,0.04487241110434625
129,2009,El Dorado,male,8472,0.09105760963026656
130,2010,El Dorado,female,8003,0.08548295788338087
131,2010,El Dorado,male,15346,0.16493981083404988
132,2011,El Dorado,female,8252,0.0881426175751167
133,2011,El Dorado,male,15651,0.16821797076526226
134,2012,El Dorado,female,8765,0.09362215742194593
135,2012,El Dorado,male,15884,0.17072226999140155
136,2013,El Dorado,female,9513,0.10161181786137725
137,2013,El Dorado,male,17283,0.18575881341358555
138,2014,El Dorado,female,7907,0.08445754691789235
139,2014,El Dorado,male,14565,0.15654557179707654
140,2015,El Dorado,female,6983,0.07458796637506543
141,2015,El Dorado,male,12460,0.13392089423903697
142,2016,El Dorado,female,3297,0.03521645784599609
143,2016,El Dorado,male,6002,0.06450988822012038
144,2009,Fresno,female,14788,0.03016764791082714
145,2009,Fresno,male,34882,0.07148888378803778
146,2010,Fresno,female,31753,0.06477639465191333
147,2010,Fresno,male,72827,0.14925523019412382
148,2011,Fresno,female,30017,0.061234939636144056
149,2011,Fresno,male,71685,0.14691475931269674
150,2012,Fresno,female,28820,0.05879304928252896
151,2012,Fresno,male,72105,0.14777552793809023
152,2013,Fresno,female,24893,0.050781935315405737
153,2013,Fresno,male,62013,0.12709248753934943
154,2014,Fresno,female,20044,0.040889933373317505
155,2014,Fresno,male,49136,0.1007017313746065
156,2015,Fresno,female,21447,0.04375206550875776
157,2015,Fresno,male,51610,0.1057720684679958
158,2016,Fresno,female,11597,0.023657980309836513
159,2016,Fresno,male,29248,0.05994228751311648
160,2009,Glenn,female,3224,0.2348827043566953
161,2009,Glenn,male,6680,0.4713852233434479
162,2010,Glenn,female,6610,0.4815678274806936
163,2010,Glenn,male,13799,0.9737492061251852
164,2011,Glenn,female,5373,0.39144688911554715
165,2011,Glenn,male,10927,0.7710817867475831
166,2012,Glenn,female,5089,0.3707562290543494
167,2012,Glenn,male,9739,0.6872486063086586
168,2013,Glenn,female,5116,0.3727232988488999
169,2013,Glenn,male,10617,0.7492061251852374
170,2014,Glenn,female,4729,0.3445286317936762
171,2014,Glenn,male,9699,0.6844259403006139
172,2015,Glenn,female,4534,0.3303220166108116
173,2015,Glenn,male,9063,0.6395455507727048
174,2016,Glenn,female,1743,0.12698528340375928
175,2016,Glenn,male,3758,0.26518947145578997
176,2009,Humboldt,female,4675,0.06864702945581627
177,2009,Humboldt,male,7919,0.11703070966216415
178,2010,Humboldt,female,8362,0.12278640862236058
179,2010,Humboldt,male,14179,0.209543936393462
180,2011,Humboldt,female,7786,0.11432850723914129
181,2011,Humboldt,male,13870,0.2049773889397925
182,2012,Humboldt,female,6241,0.09164194884144372
183,2012,Humboldt,male,11265,0.16647947270416458
184,2013,Humboldt,female,5952,0.08739831429326599
185,2013,Humboldt,male,10280,0.15192267904117282
186,2014,Humboldt,female,6245,0.09170068426771608
187,2014,Humboldt,male,11128,0.1644548222149972
188,2015,Humboldt,female,6788,0.09967401838418842
189,2015,Humboldt,male,12201,0.1803121213016877
190,2016,Humboldt,female,3955,0.058074652726792166
191,2016,Humboldt,male,6637,0.0980847101941891
192,2009,Imperial,female,9110,0.10356274014960326
193,2009,Imperial,male,29552,0.32034688346883466
194,2010,Imperial,female,18661,0.2121387808926176
195,2010,Imperial,male,58739,0.6367371273712737
196,2011,Imperial,female,18461,0.20986517518132006
197,2011,Imperial,male,57515,0.6234688346883469
198,2012,Imperial,female,17099,0.19438192028738377
199,2012,Imperial,male,50521,0.5476531165311653
200,2013,Imperial,female,19672,0.2236318577632267
201,2013,Imperial,male,56406,0.6114471544715447
202,2014,Imperial,female,21235,0.24140008639701702
203,2014,Imperial,male,59945,0.6498102981029811
204,2015,Imperial,female,22426,0.25493940840779394
205,2015,Imperial,male,61310,0.6646070460704607
206,2016,Imperial,female,9545,0.10850783257167541
207,2016,Imperial,male,25654,0.2780921409214092
208,2009,Inyo,female,2557,0.28407954671703145
209,2009,Inyo,male,8356,0.9198590929106121
210,2010,Inyo,female,5408,0.6008221308743473
211,2010,Inyo,male,16572,1.8243064729194187
212,2011,Inyo,female,5396,0.599488945672703
213,2011,Inyo,male,16132,1.7758696609423161
214,2012,Inyo,female,4444,0.4937229196755916
215,2012,Inyo,male,12513,1.3774768824306474
216,2013,Inyo,female,4092,0.45461615376069325
217,2013,Inyo,male,12844,1.4139145750770585
218,2014,Inyo,female,4025,0.4471725363848461
219,2014,Inyo,male,11988,1.3196829590488772
220,2015,Inyo,female,4726,0.5250527719142317
221,2015,Inyo,male,13584,1.4953764861294583
222,2016,Inyo,female,3092,0.3435173869570048
223,2016,Inyo,male,8927,0.9827168648172612
224,2009,Kern,female,28031,0.06512672888684432
225,2009,Kern,male,84853,0.18745995767111606
226,2010,Kern,female,60014,0.1394354645719052
227,2010,Kern,male,171952,0.3798818502759331
228,2011,Kern,female,59526,0.13830165401585012
229,2011,Kern,male,170436,0.37653265465728186
230,2012,Kern,female,53159,0.12350867899453308
231,2012,Kern,male,153114,0.33826433901989633
232,2013,Kern,female,50283,0.11682663153712648
233,2013,Kern,male,142242,0.3142455693853475
234,2014,Kern,female,46519,0.10808142060886557
235,2014,Kern,male,133242,0.2943624819395289
236,2015,Kern,female,45219,0.10506102363576801
237,2015,Kern,male,126822,0.280179212894845
238,2016,Kern,female,22680,0.05269431026911737
239,2016,Kern,male,63362,0.1399813540824397
240,2009,Kings,female,4087,0.06063708253586742
241,2009,Kings,male,7922,0.09582214480973462
242,2010,Kings,female,9278,0.1376537440097328
243,2010,Kings,male,17763,0.21485594019885332
244,2011,Kings,female,8865,0.13152623848310857
245,2011,Kings,male,17130,0.20719936134697728
246,2012,Kings,female,8465,0.1255916084331093
247,2012,Kings,male,15466,0.18707211457048165
248,2013,Kings,female,8787,0.1303689856233587
249,2013,Kings,male,16449,0.19896218883808695
250,2014,Kings,female,7438,0.1103544457797362
251,2014,Kings,male,14828,0.17935505721266662
252,2015,Kings,female,6061,0.08992448183261376
253,2015,Kings,male,12871,0.1556837699881462
254,2016,Kings,female,2514,0.03729914986424534
255,2016,Kings,male,5314,0.06427655611195782
256,2009,Lake,female,2639,0.08178127614738603
257,2009,Lake,male,5041,0.15812917594654788
258,2010,Lake,female,5890,0.18252812296631443
259,2010,Lake,male,10214,0.3203990087518429
260,2011,Lake,female,4818,0.14930738479655398
261,2011,Lake,male,8280,0.25973211204868407
262,2012,Lake,female,3661,0.1134525395890793
263,2012,Lake,male,6547,0.20537030647134477
264,2013,Lake,female,3703,0.11475409836065574
265,2013,Lake,male,7185,0.2253834812886226
266,2014,Lake,female,4180,0.1295360872664167
267,2014,Lake,male,7734,0.24260484958750275
268,2015,Lake,female,3519,0.1090520313613685
269,2015,Lake,male,6957,0.2182314376235139
270,2016,Lake,female,2024,0.06272273699215966
271,2016,Lake,male,3609,0.1132093227516547
272,2009,Lassen,female,2904,0.27620315769450254
273,2009,Lassen,male,7021,0.33965458855401287
274,2010,Lassen,female,6660,0.6334411261175575
275,2010,Lassen,male,14909,0.7212519955493203
276,2011,Lassen,female,5782,0.5499334221038615
277,2011,Lassen,male,13918,0.6733104349088095
278,2012,Lassen,female,4999,0.47546128970895946
279,2012,Lassen,male,11155,0.5396449131633689
280,2013,Lassen,female,5267,0.5009511128019783
281,2013,Lassen,male,11763,0.5690581007208166
282,2014,Lassen,female,4187,0.39823093018832034
283,2014,Lassen,male,9839,0.4759808427265251
284,2015,Lassen,female,5252,0.4995244435990108
285,2015,Lassen,male,11468,0.5547868995210682
286,2016,Lassen,female,2704,0.2571809016549363
287,2016,Lassen,male,6156,0.29780852401915725
288,2009,Los Angeles,female,144806,0.028275441375410444
289,2009,Los Angeles,male,308960,0.062080201125705975
290,2010,Los Angeles,female,305855,0.05972256068033204
291,2010,Los Angeles,male,636813,0.1279566258397987
292,2011,Los Angeles,female,315453,0.061596707375366704
293,2011,Los Angeles,male,650557,0.13071824638702714
294,2012,Los Angeles,female,291142,0.056849637120835794
295,2012,Los Angeles,male,594609,0.11947645750632738
296,2013,Los Angeles,female,282079,0.05507995682315928
297,2013,Los Angeles,male,585023,0.11755031558507213
298,2014,Los Angeles,female,258383,0.05045297410951671
299,2014,Los Angeles,male,547649,0.11004065272621619
300,2015,Los Angeles,female,229038,0.044722943398348536
301,2015,Los Angeles,male,512739,0.1030260883123814
302,2016,Los Angeles,female,105820,0.020662867604560126
303,2016,Los Angeles,male,239367,0.04809668404601522
304,2009,Madera,female,6013,0.0748537283704718
305,2009,Madera,male,12914,0.1729175314328562
306,2010,Madera,female,11368,0.14151624548736463
307,2010,Madera,male,23604,0.31605586278001685
308,2011,Madera,female,9539,0.11874766587825221
309,2011,Madera,male,20385,0.27295368423871563
310,2012,Madera,female,8972,0.11168928171293414
311,2012,Madera,male,18696,0.25033809568442617
312,2013,Madera,female,7382,0.09189592929167185
313,2013,Madera,male,15003,0.20088909122558013
314,2014,Madera,female,6934,0.08631893439561808
315,2014,Madera,male,14622,0.19578752862097132
316,2015,Madera,female,8189,0.10194198929416158
317,2015,Madera,male,17934,0.24013497047520854
318,2016,Madera,female,4503,0.0560562678949334
319,2016,Madera,male,9994,0.13381894139228473
320,2009,Marin,female,11294,0.08480124941808953
321,2009,Marin,male,20004,0.15737178730735646
322,2010,Marin,female,21409,0.1607499511946059
323,2010,Marin,male,36713,0.288821757019345
324,2011,Marin,female,20481,0.15378204261837186
325,2011,Marin,male,35282,0.277564057177472
326,2012,Marin,female,20572,0.15446531813608447
327,2012,Marin,male,34139,0.26857205793270555
328,2013,Marin,female,22007,0.16524004745386014
329,2013,Marin,male,36491,0.2870752794757421
330,2014,Marin,female,15223,0.11430223303449415
331,2014,Marin,male,27653,0.21754659240203597
332,2015,Marin,female,15861,0.11909267018065504
333,2015,Marin,male,28507,0.22426502403373377
334,2016,Marin,female,7724,0.057995825261672
335,2016,Marin,male,14319,0.11264780156238938
336,2009,Mariposa,female,1030,0.11948955916473318
337,2009,Mariposa,male,2683,0.3007847533632287
338,2010,Mariposa,female,2617,0.3035962877030162
339,2010,Mariposa,male,5911,0.6626681614349775
340,2011,Mariposa,female,2001,0.23213457076566124
341,2011,Mariposa,male,4297,0.48172645739910314
342,2012,Mariposa,female,2223,0.25788863109048726
343,2012,Mariposa,male,4607,0.5164798206278027
344,2013,Mariposa,female,1864,0.2162412993039443
345,2013,Mariposa,male,4318,0.4840807174887892
346,2014,Mariposa,female,1895,0.21983758700696054
347,2014,Mariposa,male,4296,0.48161434977578477
348,2015,Mariposa,female,1999,0.23190255220417633
349,2015,Mariposa,male,4304,0.48251121076233183
350,2016,Mariposa,female,756,0.08770301624129931
351,2016,Mariposa,male,1846,0.2069506726457399
352,2009,Mendocino,female,7015,0.1594934406475229
353,2009,Mendocino,male,14519,0.33423881765234004
354,2010,Mendocino,female,13836,0.31457608621512856
355,2010,Mendocino,male,28232,0.6499228803609659
356,2011,Mendocino,female,12624,0.2870199849942023
357,2011,Mendocino,male,25622,0.5898386242777228
358,2012,Mendocino,female,12363,0.2810858740877157
359,2012,Mendocino,male,25811,0.5941895531665093
360,2013,Mendocino,female,12678,0.28824773207830295
361,2013,Mendocino,male,25335,0.5832316581873431
362,2014,Mendocino,female,11348,0.2580087761180456
363,2014,Mendocino,male,22758,0.5239070881005548
364,2015,Mendocino,female,12037,0.2736739194688857
365,2015,Mendocino,male,24881,0.5727802205391469
366,2016,Mendocino,female,5786,0.13155082645567606
367,2016,Mendocino,male,11679,0.2688597803816847
368,2009,Merced,female,9777,0.07336840288460816
369,2009,Merced,male,32077,0.23617983153678507
370,2010,Merced,female,19307,0.1448832724243766
371,2010,Merced,male,61636,0.4538198739471049
372,2011,Merced,female,17122,0.12848663129694804
373,2011,Merced,male,50296,0.37032455675325443
374,2012,Merced,female,15996,0.12003692058322515
375,2012,Merced,male,46015,0.33880397007716323
376,2013,Merced,female,17190,0.12899691578054764
377,2013,Merced,male,46596,0.3430818165753667
378,2014,Merced,female,14899,0.11180483119339031
379,2014,Merced,male,40391,0.29739500500677385
380,2015,Merced,female,14258,0.10699464951710579
381,2015,Merced,male,40015,0.2946265535724804
382,2016,Merced,female,6620,0.04967769531513819
383,2016,Merced,male,18129,0.1334820639688991
384,2009,Modoc,female,1192,0.27560693641618494
385,2009,Modoc,male,3263,0.7073487968783871
386,2010,Modoc,female,2038,0.47121387283236993
387,2010,Modoc,male,5418,1.1745068285280729
388,2011,Modoc,female,1525,0.35260115606936415
389,2011,Modoc,male,3820,0.8280945154996748
390,2012,Modoc,female,1645,0.38034682080924853
391,2012,Modoc,male,4020,0.8714502492954693
392,2013,Modoc,female,1761,0.4071676300578035
393,2013,Modoc,male,4910,1.0643832646867548
394,2014,Modoc,female,1761,0.4071676300578035
395,2014,Modoc,male,4484,0.9720355517017125
396,2015,Modoc,female,1378,0.3186127167630058
397,2015,Modoc,male,3580,0.7760676349447214
398,2016,Modoc,female,738,0.17063583815028902
399,2016,Modoc,male,1847,0.40039020160416217
400,2009,Mono,female,1495,0.2187911605444168
401,2009,Mono,male,4793,0.6529083231167416
402,2010,Mono,female,3666,0.5365139762915264
403,2010,Mono,male,11484,1.5643645279934615
404,2011,Mono,female,3711,0.5430996633982146
405,2011,Mono,male,12036,1.6395586432366163
406,2012,Mono,female,3444,0.5040245865651983
407,2012,Mono,male,11279,1.5364391772238115
408,2013,Mono,female,2770,0.4053856285672472
409,2013,Mono,male,9353,1.2740771012123688
410,2014,Mono,female,3104,0.4542660617591102
411,2014,Mono,male,10122,1.3788312219043728
412,2015,Mono,female,3512,0.5139762915264159
413,2015,Mono,male,11341,1.5448848930663397
414,2016,Mono,female,1862,0.2725010976145178
415,2016,Mono,male,5943,0.8095627298733142
416,2009,Monterey,female,13475,0.06348795024617776
417,2009,Monterey,male,27363,0.12383297053406164
418,2010,Monterey,female,27894,0.13142359066173526
419,2010,Monterey,male,55245,0.2500147080785819
420,2011,Monterey,female,25165,0.11856580838182289
421,2011,Monterey,male,49122,0.22230468803033937
422,2012,Monterey,female,25533,0.12029965370208956
423,2012,Monterey,male,50098,0.22672163716754085
424,2013,Monterey,female,21004,0.0989611062686989
425,2013,Monterey,male,42571,0.19265772717193064
426,2014,Monterey,female,19953,0.09400928172630686
427,2014,Monterey,male,40552,0.18352061620060914
428,2015,Monterey,female,20056,0.09449456995453367
429,2015,Monterey,male,40997,0.18553449157566515
430,2016,Monterey,female,8896,0.041913826002968266
431,2016,Monterey,male,18278,0.08271823394443514
432,2009,Napa,female,3701,0.05253520327049739
433,2009,Napa,male,7611,0.10860135270112155
434,2010,Napa,female,8663,0.12297013399954576
435,2010,Napa,male,16920,0.24143146599697496
436,2011,Napa,female,8460,0.12008857597092891
437,2011,Napa,male,16204,0.23121486258953797
438,2012,Napa,female,7598,0.10785260049965932
439,2012,Napa,male,14295,0.20397534316943008
440,2013,Napa,female,8619,0.12234555984555985
441,2013,Napa,male,16739,0.2388487771467709
442,2014,Napa,female,8195,0.11632693617987735
443,2014,Napa,male,15460,0.22059872720527382
444,2015,Napa,female,8718,0.12375085169202817
445,2015,Napa,male,17318,0.2471105276675894
446,2016,Napa,female,3942,0.0559561662502839
447,2016,Napa,male,8135,0.11607830826745812
448,2009,Nevada,female,4467,0.08897874629006235
449,2009,Nevada,male,11779,0.24093354333285605
450,2010,Nevada,female,9246,0.1841722606218752
451,2010,Nevada,male,24366,0.49839432183108673
452,2011,Nevada,female,7703,0.15343704559488477
453,2011,Nevada,male,18928,0.3871627564482808
454,2012,Nevada,female,5994,0.11939525526362967
455,2012,Nevada,male,15518,0.3174129149706478
456,2013,Nevada,female,7671,0.15279963348803857
457,2013,Nevada,male,19627,0.40146045122624724
458,2014,Nevada,female,7476,0.1489154034619445
459,2014,Nevada,male,19255,0.3938513776105054
460,2015,Nevada,female,7898,0.15732127562097883
461,2015,Nevada,male,20024,0.4095808873161652
462,2016,Nevada,female,3932,0.07832201262872737
463,2016,Nevada,male,9000,0.18409049070343023
464,2009,Orange,female,37309,0.023292605039603485
465,2009,Orange,male,77136,0.04936928334023498
466,2010,Orange,female,78806,0.04919984541936241
467,2010,Orange,male,157678,0.10091850573690068
468,2011,Orange,female,85432,0.05333656312802286
469,2011,Orange,male,170543,0.10915247988868614
470,2012,Orange,female,75087,0.04687801427560929
471,2012,Orange,male,148893,0.09529585024343507
472,2013,Orange,female,66562,0.04155572051371217
473,2013,Orange,male,131896,0.08441727592101785
474,2014,Orange,female,65285,0.040758469002399246
475,2014,Orange,male,132721,0.08494529991442812
476,2015,Orange,female,62130,0.03878875207350946
477,2015,Orange,male,126320,0.08084847375464742
478,2016,Orange,female,28772,0.01796281948590076
479,2016,Orange,male,60813,0.03892208861970688
480,2009,Placer,female,6744,0.03466176001973623
481,2009,Placer,male,12720,0.06856736258227275
482,2010,Placer,female,10430,0.053606488286751026
483,2010,Placer,male,19423,0.10469999083612293
484,2011,Placer,female,8884,0.04566059846016262
485,2011,Placer,male,16484,0.08885726452878805
486,2012,Placer,female,9859,0.05067175148792698
487,2012,Placer,male,17392,0.09375185298984966
488,2013,Placer,female,8688,0.04465322821047871
489,2013,Placer,male,15546,0.08380096058993806
490,2014,Placer,female,8118,0.0417236310557857
491,2014,Placer,male,14465,0.07797381287363013
492,2015,Placer,female,7791,0.040042967424935495
493,2015,Placer,male,13866,0.07474489383378884
494,2016,Placer,female,3710,0.01906807972615976
495,2016,Placer,male,6637,0.035776854202715744
496,2009,Plumas,female,2579,0.27802932298404487
497,2009,Plumas,male,5242,0.5562984187626021
498,2010,Plumas,female,4288,0.46226821905993964
499,2010,Plumas,male,8634,0.9162687042343203
500,2011,Plumas,female,3965,0.42744717550668393
501,2011,Plumas,male,8305,0.8813541335031306
502,2012,Plumas,female,3116,0.3359206554549375
503,2012,Plumas,male,6445,0.683964767059323
504,2013,Plumas,female,2698,0.2908581285036654
505,2013,Plumas,male,5517,0.5854823304680038
506,2014,Plumas,female,2817,0.3036869340232859
507,2014,Plumas,male,5578,0.5919558527008384
508,2015,Plumas,female,2764,0.29797326433807675
509,2015,Plumas,male,5699,0.6047967738512151
510,2016,Plumas,female,1781,0.19200086244070722
511,2016,Plumas,male,3430,0.3640029714528282
512,2009,Riverside,female,23722,0.019816255644901252
513,2009,Riverside,male,63125,0.053216690777515875
514,2010,Riverside,female,47450,0.03963752341078174
515,2010,Riverside,male,128884,0.10865394018486109
516,2011,Riverside,female,50772,0.04241256772628473
517,2011,Riverside,male,127843,0.10777633899516771
518,2012,Riverside,female,46651,0.03897007596704698
519,2012,Riverside,male,122928,0.10363281368552034
520,2013,Riverside,female,42526,0.03552424279382306
521,2013,Riverside,male,115426,0.09730835247026609
522,2014,Riverside,female,42250,0.035293685228778265
523,2014,Riverside,male,115157,0.09708157560184388
524,2015,Riverside,female,38099,0.03182613286464433
525,2015,Riverside,male,106765,0.09000681173641953
526,2016,Riverside,female,19167,0.016011220468165513
527,2016,Riverside,male,53216,0.04486304026005996
528,2009,Sacramento,female,38461,0.049801820839823846
529,2009,Sacramento,male,70866,0.09605797148596663
530,2010,Sacramento,female,79706,0.10320854714799406
531,2010,Sacramento,male,144151,0.195394867040239
532,2011,Sacramento,female,71386,0.09243526643799342
533,2011,Sacramento,male,130229,0.17652377118287965
534,2012,Sacramento,female,60306,0.07808815703092527
535,2012,Sacramento,male,108398,0.1469321253229449
536,2013,Sacramento,female,56014,0.07253059443389129
537,2013,Sacramento,male,100216,0.13584152725478554
538,2014,Sacramento,female,48386,0.06265336062909745
539,2014,Sacramento,male,88639,0.12014904939667255
540,2015,Sacramento,female,50775,0.06574679423681276
541,2015,Sacramento,male,97068,0.13157445285750302
542,2016,Sacramento,female,21762,0.02817886235709541
543,2016,Sacramento,male,42258,0.0572801873825809
544,2009,San Benito,female,5970,0.20040281973816718
545,2009,San Benito,male,23590,0.7962600418551272
546,2010,San Benito,female,13134,0.4408862034239678
547,2010,San Benito,male,51477,1.7375616012961588
548,2011,San Benito,female,13718,0.46049009734810337
549,2011,San Benito,male,54648,1.8445959630054682
550,2012,San Benito,female,13606,0.45673044645854316
551,2012,San Benito,male,53864,1.8181327212583542
552,2013,San Benito,female,11379,0.38197381671701913
553,2013,San Benito,male,50562,1.7066765678795652
554,2014,San Benito,female,9148,0.3070829137294394
555,2014,San Benito,male,43893,1.4815702423546884
556,2015,San Benito,female,9655,0.32410204766700235
557,2015,San Benito,male,45706,1.5427664888948895
558,2016,San Benito,female,4551,0.15276938569989928
559,2016,San Benito,male,22716,0.7667589279686762
560,2009,San Bernardino,female,48922,0.045596169780071784
561,2009,San Bernardino,male,121874,0.11470796406870017
562,2010,San Bernardino,female,94051,0.0876571964348459
563,2010,San Bernardino,male,229097,0.21562638827187916
564,2011,San Bernardino,female,95793,0.08928077126328475
565,2011,San Bernardino,male,229617,0.21611581293436438
566,2012,San Bernardino,female,83978,0.07826898217143347
567,2012,San Bernardino,male,202933,0.19100079813868037
568,2013,San Bernardino,female,75386,0.0702610861175032
569,2013,San Bernardino,male,188086,0.17702678282345324
570,2014,San Bernardino,female,67758,0.06315165512362748
571,2014,San Bernardino,male,175367,0.16505564381931948
572,2015,San Bernardino,female,66211,0.06170982374613329
573,2015,San Bernardino,male,170805,0.16076188360728566
574,2016,San Bernardino,female,34056,0.03174079469420965
575,2016,San Bernardino,male,90305,0.08499518104947706
576,2009,San Diego,female,55671,0.033927071817817275
577,2009,San Diego,male,147771,0.08891524377365848
578,2010,San Diego,female,113438,0.06913148987569032
579,2010,San Diego,male,302340,0.18192091007388395
580,2011,San Diego,female,112873,0.06878716705811803
